Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Jeff Boyd,DEM Gina Benavides,LIB Don Fulton,GRN Charles E. Waterbury,Totals
"Justice, Supreme Court, Place 7",0929,0,0,0,0,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",0930,109,54,163,584,27.91%,5,155,1,1,162
"Justice, Supreme Court, Place 7",0931,30,40,70,130,53.85%,26,37,1,1,65
"Justice, Supreme Court, Place 7",0932,0,0,0,0,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",0933,115,85,200,627,31.90%,53,136,5,2,196
"Justice, Supreme Court, Place 7",0934,2,0,2,63,3.17%,1,1,0,0,2
"Justice, Supreme Court, Place 7",0935,3,2,5,54,9.26%,1,2,0,1,4
"Justice, Supreme Court, Place 7",0936,8,2,10,81,12.35%,3,7,0,0,10
"Justice, Supreme Court, Place 7",0937,0,0,0,0,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",0938,30,14,44,231,19.05%,12,31,0,0,43
"Justice, Supreme Court, Place 7",0939,0,0,0,2,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",0940,0,0,0,10,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",0941,9,10,19,25,76.00%,18,1,0,0,19
"Justice, Supreme Court, Place 7",0942,53,27,80,156,51.28%,64,13,1,1,79
"Justice, Supreme Court, Place 7",0943,166,80,246,547,44.97%,160,70,3,1,234
"Justice, Supreme Court, Place 7",0944,20,4,24,45,53.33%,20,1,0,0,21
"Justice, Supreme Court, Place 7",0945,1,2,3,17,17.65%,0,2,0,0,2
"Justice, Supreme Court, Place 7",0946,0,1,1,13,7.69%,0,1,0,0,1
"Justice, Supreme Court, Place 7",0947,177,246,423,799,52.94%,210,185,12,5,412
"Justice, Supreme Court, Place 7",0948,0,14,14,1,1400.00%,9,3,0,0,12
"Justice, Supreme Court, Place 7",0949,34,27,61,193,31.61%,30,28,1,2,61
"Justice, Supreme Court, Place 7",0950,0,0,0,1,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",0951,33,30,63,277,22.74%,15,47,0,0,62
"Justice, Supreme Court, Place 7",0952,18,15,33,71,46.48%,14,16,1,1,32
"Justice, Supreme Court, Place 7",0953,18,9,27,275,9.82%,4,22,1,0,27
"Justice, Supreme Court, Place 7",0954,0,0,0,1,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",0955,3,2,5,19,26.32%,4,1,0,0,5
"Justice, Supreme Court, Place 7",0956,2,4,6,11,54.55%,1,4,0,0,5
"Justice, Supreme Court, Place 7",0957,97,95,192,562,34.16%,18,167,5,1,191
"Justice, Supreme Court, Place 7",0958,81,129,210,1081,19.43%,48,152,4,1,205
"Justice, Supreme Court, Place 7",0959,0,0,0,0,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",0960,196,157,353,976,36.17%,72,265,6,1,344
"Justice, Supreme Court, Place 7",0961,15,0,16,56,28.57%,0,16,0,0,16
"Justice, Supreme Court, Place 7",0962,10,17,27,88,30.68%,3,22,2,0,27
"Justice, Supreme Court, Place 7",0963,54,41,105,426,24.65%,55,42,1,3,101
"Justice, Supreme Court, Place 7",0964,568,437,1005,2372,42.37%,608,366,14,2,990
"Justice, Supreme Court, Place 7",0965,31,21,52,343,15.16%,26,25,0,1,52
"Justice, Supreme Court, Place 7",0966,129,83,212,1148,18.47%,70,130,4,3,207
"Justice, Supreme Court, Place 7",0967,15,48,63,165,38.18%,18,44,0,0,62
"Justice, Supreme Court, Place 7",0968,119,30,149,692,21.53%,32,114,1,1,148
"Justice, Supreme Court, Place 7",0969,156,73,229,604,37.91%,2,224,1,0,227
"Justice, Supreme Court, Place 7",0970,83,36,119,731,16.28%,18,95,1,2,116
"Justice, Supreme Court, Place 7",0971,11,8,19,147,12.93%,1,15,1,0,17
"Justice, Supreme Court, Place 7",09726,8,14,31,45.16%,13,1,0,0,14
"Justice, Supreme Court, Place 7",0973,24,19,43,111,38.74%,20,19,0,1,40
"Justice, Supreme Court, Place 7",0974,57,36,93,299,31.10%,55,34,2,0,91
"Justice, Supreme Court, Place 7",0975,55,30,85,193,44.04%,39,39,3,1,82
"Justice, Supreme Court, Place 7",0976,58,62,130,683,19.03%,84,40,4,1,129
"Justice, Supreme Court, Place 7",0977,50,43,93,572,16.26%,39,50,1,3,93
"Justice, Supreme Court, Place 7",0978,77,79,156,546,28.57%,28,124,2,1,155
"Justice, Supreme Court, Place 7",0979,2,6,8,27,29.63%,4,3,0,0,7
"Justice, Supreme Court, Place 7",0980,280,321,601,1389,43.27%,447,124,9,1,581
"Justice, Supreme Court, Place 7",0981,0,0,0,0,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",0982,312,312,624,1567,39.82%,500,93,12,2,607
"Justice, Supreme Court, Place 7",0983,12,21,33,161,20.50%,20,12,1,0,33
"Justice, Supreme Court, Place 7",0984,18,9,27,192,14.06%,4,22,0,0,26
"Justice, Supreme Court, Place 7",0985,117,63,180,351,51.28%,89,72,5,4,170
"Justice, Supreme Court, Place 7",0986,43,30,73,463,15.77%,12,59,1,0,72
"Justice, Supreme Court, Place 7",0987,231,90,321,1155,27.79%,27,280,5,3,315
"Justice, Supreme Court, Place 7",0988,24,12,36,123,29.27%,33,3,0,0,36
"Justice, Supreme Court, Place 7",09896,6,12,43,27.91%,7,4,1,0,12
"Justice, Supreme Court, Place 7",0990,16,1,17,140,12.14%,8,8,0,0,16
"Justice, Supreme Court, Place 7",0991,0,0,0,1,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",0992,157,107,264,1048,25.19%,143,105,8,1,257
"Justice, Supreme Court, Place 7",0993,159,101,270,568,47.54%,216,44,5,0,265
"Justice, Supreme Court, Place 7",09946,5,11,25,44.00%,2,9,0,0,11
"Justice, Supreme Court, Place 7",0995,296,156,452,1393,32.45%,27,412,5,1,445
"Justice, Supreme Court, Place 7",0996,136,140,276,694,39.77%,145,106,7,5,263
"Justice, Supreme Court, Place 7",0997,101,163,264,1656,15.94%,54,199,7,1,261
"Justice, Supreme Court, Place 7",0998,5,1,6,57,10.53%,3,3,0,0,6
"Justice, Supreme Court, Place 7",0999,17,10,27,68,39.71%,24,3,0,0,27
"Justice, Supreme Court, Place 7",1000,42,6,48,405,11.85%,11,36,0,0,47
"Justice, Supreme Court, Place 7",1001,228,136,364,1565,23.26%,92,250,0,3,345
"Justice, Supreme Court, Place 7",1002,170,139,309,1744,17.72%,51,231,9,6,297
"Justice, Supreme Court, Place 7",1003,1,0,1,0,0.00%,1,0,0,0,1
"Justice, Supreme Court, Place 7",1004,111,139,250,654,38.23%,114,107,14,1,236
"Justice, Supreme Court, Place 7",1005,0,8,8,0,0.00%,3,3,2,0,8
"Justice, Supreme Court, Place 7",1006,1,0,1,5,20.00%,1,0,0,0,1
"Justice, Supreme Court, Place 7",1007,208,188,396,1547,25.60%,83,292,8,0,383
"Justice, Supreme Court, Place 7",1008,32,12,44,151,29.14%,35,8,0,0,43
"Justice, Supreme Court, Place 7",1009,0,0,0,9,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",1010,59,35,94,459,20.48%,16,76,0,0,92
"Justice, Supreme Court, Place 7",1011,8,1,9,26,34.62%,3,4,1,0,8
"Justice, Supreme Court, Place 7",1012,134,201,335,1365,24.54%,99,225,1,1,326
"Justice, Supreme Court, Place 7",1013,0,6,6,58,10.34%,2,3,1,0,6
"Justice, Supreme Court, Place 7",1014,4,6,10,31,32.26%,1,9,0,0,10
"Justice, Supreme Court, Place 7",1015,5,4,9,25,36.00%,2,6,0,0,8
"Justice, Supreme Court, Place 7",1016,252,212,464,1691,27.44%,216,221,13,3,453
"Justice, Supreme Court, Place 7",1017,61,44,105,330,31.82%,31,68,3,1,103
"Justice, Supreme Court, Place 7",1018,93,64,157,494,31.78%,70,84,1,0,155
"Justice, Supreme Court, Place 7",1019,130,107,237,1456,16.28%,9,218,4,4,235
"Justice, Supreme Court, Place 7",1020,0,0,0,1,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",1021,0,0,0,2,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",1022,97,79,176,441,39.91%,131,32,6,0,169
"Justice, Supreme Court, Place 7",1023,430,315,745,2026,36.77%,523,188,13,5,729
"Justice, Supreme Court, Place 7",1024,55,61,116,249,46.59%,61,46,3,1,111
"Justice, Supreme Court, Place 7",1025,0,1,1,14,7.14%,1,0,0,0,1
"Justice, Supreme Court, Place 7",1026,0,0,0,0,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",1027,1,0,1,8,12.50%,1,0,0,0,1
"Justice, Supreme Court, Place 7",1028,0,0,0,0,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",1029,538,719,1257,2927,42.94%,967,237,21,4,1229
"Justice, Supreme Court, Place 7",1030,231,151,382,785,48.66%,329,42,6,1,378
"Justice, Supreme Court, Place 7",1031,59,71,130,792,16.41%,34,83,4,1,122
"Justice, Supreme Court, Place 7",1032,31,25,56,244,22.95%,35,18,0,0,53
"Justice, Supreme Court, Place 7",1033,0,0,0,0,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",1034,0,0,0,0,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",1035,2,4,6,138,4.35%,2,4,0,0,6
"Justice, Supreme Court, Place 7",1036,65,24,89,449,19.82%,70,17,1,0,88
"Justice, Supreme Court, Place 7",1037,19,11,30,76,39.47%,16,11,1,1,29
"Justice, Supreme Court, Place 7",1038,62,6,68,327,20.80%,9,57,0,0,66
"Justice, Supreme Court, Place 7",1039,2,0,2,25,8.00%,0,2,0,0,2
"Justice, Supreme Court, Place 7",1040,91,66,157,771,20.36%,69,76,7,2,154
"Justice, Supreme Court, Place 7",1041,0,2,2,0,0.00%,1,1,0,0,2
"Justice, Supreme Court, Place 7",1042,105,67,172,521,33.01%,51,112,3,2,168
"Justice, Supreme Court, Place 7",1043,5,6,12,33,36.36%,4,8,0,0,12
"Justice, Supreme Court, Place 7",1044,16,6,22,55,40.00%,7,15,0,0,22
"Justice, Supreme Court, Place 7",1045,197,173,370,1788,20.69%,48,301,7,1,357
"Justice, Supreme Court, Place 7",1046,11,5,16,62,25.81%,1,15,0,0,16
"Justice, Supreme Court, Place 7",1047,255,186,441,1568,28.13%,157,263,8,6,434
"Justice, Supreme Court, Place 7",1048,1,0,1,17,5.88%,1,0,0,0,1
"Justice, Supreme Court, Place 7",1049,14,45,59,290,20.34%,18,36,1,0,55
"Justice, Supreme Court, Place 7",1050,60,63,123,537,22.91%,34,84,0,0,118
"Justice, Supreme Court, Place 7",1051,0,31,31,0,0.00%,17,9,1,2,29
"Justice, Supreme Court, Place 7",1052,0,0,0,0,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",1053,0,0,0,0,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",1054,0,0,0,1,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",1055,0,0,0,0,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",1056,4,2,6,8,75.00%,0,6,0,0,6
"Justice, Supreme Court, Place 7",1057,7,9,16,118,13.56%,2,14,0,0,16
"Justice, Supreme Court, Place 7",1058,241,285,526,1243,42.32%,94,415,4,2,515
"Justice, Supreme Court, Place 7",1059,3,3,6,28,21.43%,1,5,0,0,6
"Justice, Supreme Court, Place 7",1060,5,2,7,42,16.67%,5,2,0,0,7
"Justice, Supreme Court, Place 7",1061,332,184,516,1716,30.07%,267,217,15,2,501
"Justice, Supreme Court, Place 7",1062,17,6,23,201,11.44%,4,17,0,0,21
"Justice, Supreme Court, Place 7",1063,66,59,125,857,14.59%,17,103,3,0,123
"Justice, Supreme Court, Place 7",1064,25,11,36,119,30.25%,27,8,1,0,36
"Justice, Supreme Court, Place 7",1065,1,0,1,28,3.57%,0,1,0,0,1
"Justice, Supreme Court, Place 7",1066,72,0,72,229,31.44%,2,66,1,0,69
"Justice, Supreme Court, Place 7",1067,0,0,0,0,0.00%,0,0,0,0,0
"Justice, Supreme Court, Place 7",1068,22,8,30,121,24.79%,11,17,0,0,28
"Justice, Supreme Court, Place 7",1069,434,256,690,2580,26.74%,306,338,11,6,661
"Justice, Supreme Court, Place 7",Totals:,379077,308736,687813,2044361,,345845,303865,13046,4537,667293
