Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Jeff Brown,DEM Lawrence Edward Meyers,LIB Mark Ash,Totals
"Justice, Supreme Court, Place 6, Unexpired Term",0818,86,39,125,616,20.29%,26,92,1,119
"Justice, Supreme Court, Place 6, Unexpired Term",0819,64,30,94,240,39.17%,55,31,2,88
"Justice, Supreme Court, Place 6, Unexpired Term",0820,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0821,124,120,244,1242,19.65%,31,203,3,237
"Justice, Supreme Court, Place 6, Unexpired Term",0822,332,167,499,1535,32.51%,14,470,3,487
"Justice, Supreme Court, Place 6, Unexpired Term",0823,821,564,1385,5087,27.23%,811,515,26,1352
"Justice, Supreme Court, Place 6, Unexpired Term",0824,428,282,710,2700,26.30%,163,518,15,696
"Justice, Supreme Court, Place 6, Unexpired Term",0825,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0826,73,50,123,358,34.36%,70,46,1,117
"Justice, Supreme Court, Place 6, Unexpired Term",0827,60,98,158,979,16.14%,72,77,3,152
"Justice, Supreme Court, Place 6, Unexpired Term",0828,541,388,929,1916,48.49%,756,131,21,908
"Justice, Supreme Court, Place 6, Unexpired Term",0829,54,22,76,264,28.79%,18,56,1,75
"Justice, Supreme Court, Place 6, Unexpired Term",0830,0,0,0,2,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0831,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0832,34,28,62,352,17.61%,19,40,0,59
"Justice, Supreme Court, Place 6, Unexpired Term",0833,0,1,1,20,5.00%,0,1,0,1
"Justice, Supreme Court, Place 6, Unexpired Term",0834,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0835,38,19,57,290,19.66%,12,40,0,52
"Justice, Supreme Court, Place 6, Unexpired Term",0836,3,0,3,19,15.79%,0,3,0,3
"Justice, Supreme Court, Place 6, Unexpired Term",0837,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0838,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0839,136,118,254,1128,22.52%,47,182,17,246
"Justice, Supreme Court, Place 6, Unexpired Term",0840,381,174,555,1705,32.55%,197,340,7,544
"Justice, Supreme Court, Place 6, Unexpired Term",0841,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0842,421,434,855,3259,26.24%,405,408,17,830
"Justice, Supreme Court, Place 6, Unexpired Term",0843,0,1,1,0,0.00%,0,1,0,1
"Justice, Supreme Court, Place 6, Unexpired Term",0844,1,0,1,11,9.09%,0,1,0,1
"Justice, Supreme Court, Place 6, Unexpired Term",0845,54,9,63,134,47.01%,41,20,0,61
"Justice, Supreme Court, Place 6, Unexpired Term",0846,23,24,47,229,20.52%,3,43,1,47
"Justice, Supreme Court, Place 6, Unexpired Term",0847,306,211,517,2015,25.66%,138,357,12,507
"Justice, Supreme Court, Place 6, Unexpired Term",0848,489,266,755,1856,40.68%,233,487,12,732
"Justice, Supreme Court, Place 6, Unexpired Term",0849,201,291,492,2124,23.16%,199,265,14,478
"Justice, Supreme Court, Place 6, Unexpired Term",0850,45,41,87,210,41.43%,35,51,0,86
"Justice, Supreme Court, Place 6, Unexpired Term",0851,1029,657,1686,4709,35.80%,1131,464,45,1640
"Justice, Supreme Court, Place 6, Unexpired Term",0852,0,0,0,1,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0853,575,620,1296,2882,44.97%,1003,233,23,1259
"Justice, Supreme Court, Place 6, Unexpired Term",0854,15,26,41,172,23.84%,8,30,1,39
"Justice, Supreme Court, Place 6, Unexpired Term",0855,5,9,14,16,87.50%,4,8,2,14
"Justice, Supreme Court, Place 6, Unexpired Term",0856,0,1,1,0,0.00%,0,1,0,1
"Justice, Supreme Court, Place 6, Unexpired Term",0857,0,0,0,1,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0858,63,34,97,343,28.28%,3,90,0,93
"Justice, Supreme Court, Place 6, Unexpired Term",0859,157,106,263,890,29.55%,72,185,2,259
"Justice, Supreme Court, Place 6, Unexpired Term",0860,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0861,315,199,514,1842,27.90%,87,415,4,506
"Justice, Supreme Court, Place 6, Unexpired Term",0862,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0863,101,54,155,584,26.54%,9,144,1,154
"Justice, Supreme Court, Place 6, Unexpired Term",0864,193,299,492,2569,19.15%,141,325,8,474
"Justice, Supreme Court, Place 6, Unexpired Term",0865,2,3,5,21,23.81%,0,4,1,5
"Justice, Supreme Court, Place 6, Unexpired Term",0866,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0867,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0868,236,271,507,2326,21.80%,165,317,6,488
"Justice, Supreme Court, Place 6, Unexpired Term",0869,53,39,92,470,19.57%,21,62,3,86
"Justice, Supreme Court, Place 6, Unexpired Term",0870,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0871,1,0,1,3,33.33%,0,1,0,1
"Justice, Supreme Court, Place 6, Unexpired Term",0872,5,3,8,59,13.56%,4,4,0,8
"Justice, Supreme Court, Place 6, Unexpired Term",0873,98,75,173,737,23.47%,43,123,5,171
"Justice, Supreme Court, Place 6, Unexpired Term",0874,764,707,1471,3223,45.64%,1104,291,34,1429
"Justice, Supreme Court, Place 6, Unexpired Term",0875,905,527,1432,5147,27.82%,697,660,41,1398
"Justice, Supreme Court, Place 6, Unexpired Term",0876,698,641,1339,3265,41.01%,1036,253,22,1311
"Justice, Supreme Court, Place 6, Unexpired Term",0877,476,382,858,3032,28.30%,352,466,24,842
"Justice, Supreme Court, Place 6, Unexpired Term",0878,428,354,782,1666,46.94%,650,97,18,765
"Justice, Supreme Court, Place 6, Unexpired Term",0879,407,294,701,2667,26.28%,355,303,20,678
"Justice, Supreme Court, Place 6, Unexpired Term",0880,543,447,990,2352,42.09%,798,148,21,967
"Justice, Supreme Court, Place 6, Unexpired Term",0881,596,540,1136,4479,25.36%,388,706,23,1117
"Justice, Supreme Court, Place 6, Unexpired Term",0882,426,291,717,2422,29.60%,433,248,18,699
"Justice, Supreme Court, Place 6, Unexpired Term",0883,643,702,1345,5408,24.87%,241,1056,17,1314
"Justice, Supreme Court, Place 6, Unexpired Term",0884,57,25,82,377,21.75%,8,70,0,78
"Justice, Supreme Court, Place 6, Unexpired Term",0885,562,368,930,2619,35.51%,548,351,21,920
"Justice, Supreme Court, Place 6, Unexpired Term",0886,128,108,236,675,34.96%,135,89,6,230
"Justice, Supreme Court, Place 6, Unexpired Term",0887,51,67,118,418,28.23%,57,52,5,114
"Justice, Supreme Court, Place 6, Unexpired Term",0888,0,3,3,0,0.00%,2,1,0,3
"Justice, Supreme Court, Place 6, Unexpired Term",0889,14,0,14,57,24.56%,5,8,0,13
"Justice, Supreme Court, Place 6, Unexpired Term",0890,164,103,267,1095,24.38%,94,151,11,256
"Justice, Supreme Court, Place 6, Unexpired Term",0891,319,243,562,1331,42.22%,224,305,8,537
"Justice, Supreme Court, Place 6, Unexpired Term",0892,115,86,201,808,24.88%,67,114,14,195
"Justice, Supreme Court, Place 6, Unexpired Term",0893,0,2,2,6,33.33%,0,2,0,2
"Justice, Supreme Court, Place 6, Unexpired Term",0894,0,3,3,0,0.00%,2,1,0,3
"Justice, Supreme Court, Place 6, Unexpired Term",0895,156,286,442,793,55.74%,194,212,8,414
"Justice, Supreme Court, Place 6, Unexpired Term",0896,370,297,667,1459,45.72%,270,348,19,637
"Justice, Supreme Court, Place 6, Unexpired Term",0897,253,297,550,1701,32.33%,319,204,16,539
"Justice, Supreme Court, Place 6, Unexpired Term",0898,0,0,0,3,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0899,2,0,2,8,25.00%,0,2,0,2
"Justice, Supreme Court, Place 6, Unexpired Term",0900,0,2,2,10,20.00%,1,1,0,2
"Justice, Supreme Court, Place 6, Unexpired Term",0901,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0902,396,486,882,2139,41.23%,492,331,24,847
"Justice, Supreme Court, Place 6, Unexpired Term",0903,3,7,10,50,20.00%,3,5,1,9
"Justice, Supreme Court, Place 6, Unexpired Term",0904,1,0,1,7,14.29%,1,0,0,1
"Justice, Supreme Court, Place 6, Unexpired Term",0905,123,100,223,904,24.67%,102,109,5,216
"Justice, Supreme Court, Place 6, Unexpired Term",0906,8,6,14,25,56.00%,8,5,0,13
"Justice, Supreme Court, Place 6, Unexpired Term",0907,12,19,31,181,17.13%,6,25,0,31
"Justice, Supreme Court, Place 6, Unexpired Term",0908,0,1,1,0,0.00%,0,1,0,1
"Justice, Supreme Court, Place 6, Unexpired Term",0909,2,1,3,18,16.67%,0,3,0,3
"Justice, Supreme Court, Place 6, Unexpired Term",0910,25,24,49,217,22.58%,20,23,2,45
"Justice, Supreme Court, Place 6, Unexpired Term",0911,118,60,178,551,32.30%,124,47,2,173
"Justice, Supreme Court, Place 6, Unexpired Term",0912,316,201,517,1273,40.61%,333,149,16,498
"Justice, Supreme Court, Place 6, Unexpired Term",0913,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0914,169,179,348,701,49.64%,273,53,12,338
"Justice, Supreme Court, Place 6, Unexpired Term",0915,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0916,417,240,657,1491,44.06%,523,106,14,643
"Justice, Supreme Court, Place 6, Unexpired Term",0917,177,62,239,483,49.48%,162,62,8,232
"Justice, Supreme Court, Place 6, Unexpired Term",0918,304,168,472,883,53.45%,367,80,8,455
"Justice, Supreme Court, Place 6, Unexpired Term",0919,0,0,0,3,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0920,22,12,34,71,47.89%,23,8,2,33
"Justice, Supreme Court, Place 6, Unexpired Term",0921,32,15,47,119,39.50%,33,12,2,47
"Justice, Supreme Court, Place 6, Unexpired Term",0922,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0923,470,137,607,1511,40.17%,458,132,7,597
"Justice, Supreme Court, Place 6, Unexpired Term",0924,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0925,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0926,171,128,299,796,37.56%,227,61,5,293
"Justice, Supreme Court, Place 6, Unexpired Term",0927,44,30,74,270,27.41%,29,37,5,71
"Justice, Supreme Court, Place 6, Unexpired Term",0928,3,0,3,8,37.50%,0,3,0,3
"Justice, Supreme Court, Place 6, Unexpired Term",0929,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0930,109,54,163,584,27.91%,7,155,1,163
"Justice, Supreme Court, Place 6, Unexpired Term",0931,30,40,70,130,53.85%,38,26,2,66
"Justice, Supreme Court, Place 6, Unexpired Term",0932,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0933,115,85,200,627,31.90%,55,134,5,194
"Justice, Supreme Court, Place 6, Unexpired Term",0934,2,0,2,63,3.17%,1,1,0,2
"Justice, Supreme Court, Place 6, Unexpired Term",0935,3,2,5,54,9.26%,3,1,0,4
"Justice, Supreme Court, Place 6, Unexpired Term",0936,8,2,10,81,12.35%,3,6,0,9
"Justice, Supreme Court, Place 6, Unexpired Term",0937,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0938,30,14,44,231,19.05%,15,28,0,43
"Justice, Supreme Court, Place 6, Unexpired Term",0939,0,0,0,2,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0940,0,0,0,10,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0941,9,10,19,25,76.00%,19,0,0,19
"Justice, Supreme Court, Place 6, Unexpired Term",0942,53,27,80,156,51.28%,66,10,4,80
"Justice, Supreme Court, Place 6, Unexpired Term",0943,166,80,246,547,44.97%,170,60,3,233
"Justice, Supreme Court, Place 6, Unexpired Term",0944,20,4,24,45,53.33%,21,0,0,21
"Justice, Supreme Court, Place 6, Unexpired Term",0945,1,2,3,17,17.65%,1,2,0,3
"Justice, Supreme Court, Place 6, Unexpired Term",0946,0,1,1,13,7.69%,0,1,0,1
"Justice, Supreme Court, Place 6, Unexpired Term",0947,177,246,423,799,52.94%,218,179,12,409
"Justice, Supreme Court, Place 6, Unexpired Term",0948,0,14,14,1,1400.00%,10,2,0,12
"Justice, Supreme Court, Place 6, Unexpired Term",0949,34,27,61,193,31.61%,30,26,4,60
"Justice, Supreme Court, Place 6, Unexpired Term",0950,0,0,0,1,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0951,33,30,63,277,22.74%,17,46,0,63
"Justice, Supreme Court, Place 6, Unexpired Term",0952,18,15,33,71,46.48%,18,12,2,32
"Justice, Supreme Court, Place 6, Unexpired Term",0953,18,9,27,275,9.82%,4,22,1,27
"Justice, Supreme Court, Place 6, Unexpired Term",0954,0,0,0,1,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0955,3,2,5,19,26.32%,4,1,0,5
"Justice, Supreme Court, Place 6, Unexpired Term",0956,2,4,6,11,54.55%,1,4,0,5
"Justice, Supreme Court, Place 6, Unexpired Term",0957,97,95,192,562,34.16%,22,164,5,191
"Justice, Supreme Court, Place 6, Unexpired Term",0958,81,129,210,1081,19.43%,51,151,3,205
"Justice, Supreme Court, Place 6, Unexpired Term",0959,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0960,196,157,353,976,36.17%,71,264,10,345
"Justice, Supreme Court, Place 6, Unexpired Term",0961,15,0,16,56,28.57%,0,16,0,16
"Justice, Supreme Court, Place 6, Unexpired Term",0962,10,17,27,88,30.68%,4,22,1,27
"Justice, Supreme Court, Place 6, Unexpired Term",0963,54,41,105,426,24.65%,58,42,1,101
"Justice, Supreme Court, Place 6, Unexpired Term",0964,568,437,1005,2372,42.37%,629,348,12,989
"Justice, Supreme Court, Place 6, Unexpired Term",0965,31,21,52,343,15.16%,29,23,0,52
"Justice, Supreme Court, Place 6, Unexpired Term",0966,129,83,212,1148,18.47%,74,127,5,206
"Justice, Supreme Court, Place 6, Unexpired Term",0967,15,48,63,165,38.18%,19,43,0,62
"Justice, Supreme Court, Place 6, Unexpired Term",0968,119,30,149,692,21.53%,31,115,2,148
"Justice, Supreme Court, Place 6, Unexpired Term",0969,156,73,229,604,37.91%,1,225,1,227
"Justice, Supreme Court, Place 6, Unexpired Term",0970,83,36,119,731,16.28%,17,99,1,117
"Justice, Supreme Court, Place 6, Unexpired Term",0971,11,8,19,147,12.93%,1,16,0,17
"Justice, Supreme Court, Place 6, Unexpired Term",09726,8,14,31,45.16%,14,0,0,14
"Justice, Supreme Court, Place 6, Unexpired Term",0973,24,19,43,111,38.74%,24,17,0,41
"Justice, Supreme Court, Place 6, Unexpired Term",0974,57,36,93,299,31.10%,59,31,2,92
"Justice, Supreme Court, Place 6, Unexpired Term",0975,55,30,85,193,44.04%,42,39,1,82
"Justice, Supreme Court, Place 6, Unexpired Term",0976,58,62,130,683,19.03%,83,42,4,129
"Justice, Supreme Court, Place 6, Unexpired Term",0977,50,43,93,572,16.26%,42,50,1,93
"Justice, Supreme Court, Place 6, Unexpired Term",0978,77,79,156,546,28.57%,29,124,1,154
"Justice, Supreme Court, Place 6, Unexpired Term",0979,2,6,8,27,29.63%,4,3,0,7
"Justice, Supreme Court, Place 6, Unexpired Term",0980,280,321,601,1389,43.27%,453,119,9,581
"Justice, Supreme Court, Place 6, Unexpired Term",0981,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0982,312,312,624,1567,39.82%,514,83,10,607
"Justice, Supreme Court, Place 6, Unexpired Term",0983,12,21,33,161,20.50%,20,12,1,33
"Justice, Supreme Court, Place 6, Unexpired Term",0984,18,9,27,192,14.06%,4,22,0,26
"Justice, Supreme Court, Place 6, Unexpired Term",0985,117,63,180,351,51.28%,94,76,4,174
"Justice, Supreme Court, Place 6, Unexpired Term",0986,43,30,73,463,15.77%,12,59,1,72
"Justice, Supreme Court, Place 6, Unexpired Term",0987,231,90,321,1155,27.79%,30,280,6,316
"Justice, Supreme Court, Place 6, Unexpired Term",0988,24,12,36,123,29.27%,34,2,0,36
"Justice, Supreme Court, Place 6, Unexpired Term",09896,6,12,43,27.91%,8,3,1,12
"Justice, Supreme Court, Place 6, Unexpired Term",0990,16,1,17,140,12.14%,8,8,0,16
"Justice, Supreme Court, Place 6, Unexpired Term",0991,0,0,0,1,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",0992,157,107,264,1048,25.19%,146,101,9,256
"Justice, Supreme Court, Place 6, Unexpired Term",0993,159,101,270,568,47.54%,220,39,6,265
"Justice, Supreme Court, Place 6, Unexpired Term",0994,5,5,11,25,44.00%,2,9,0,11
"Justice, Supreme Court, Place 6, Unexpired Term",0995,296,156,452,1393,32.45%,27,412,6,445
"Justice, Supreme Court, Place 6, Unexpired Term",0996,136,140,276,694,39.77%,154,97,10,261
"Justice, Supreme Court, Place 6, Unexpired Term",0997,101,163,264,1656,15.94%,59,196,7,262
"Justice, Supreme Court, Place 6, Unexpired Term",0998,5,1,6,57,10.53%,3,3,0,6
"Justice, Supreme Court, Place 6, Unexpired Term",0999,17,10,27,68,39.71%,23,3,1,27
"Justice, Supreme Court, Place 6, Unexpired Term",1000,42,6,48,405,11.85%,13,34,0,47
"Justice, Supreme Court, Place 6, Unexpired Term",1001,228,136,364,1565,23.26%,103,243,3,349
"Justice, Supreme Court, Place 6, Unexpired Term",1002,170,139,309,1744,17.72%,55,231,10,296
"Justice, Supreme Court, Place 6, Unexpired Term",1003,1,0,1,0,0.00%,1,0,0,1
"Justice, Supreme Court, Place 6, Unexpired Term",1004,111,139,250,654,38.23%,123,102,14,239
"Justice, Supreme Court, Place 6, Unexpired Term",1005,0,8,8,0,0.00%,4,2,1,7
"Justice, Supreme Court, Place 6, Unexpired Term",1006,1,0,1,5,20.00%,1,0,0,1
"Justice, Supreme Court, Place 6, Unexpired Term",1007,208,188,396,1547,25.60%,90,282,12,384
"Justice, Supreme Court, Place 6, Unexpired Term",1008,32,12,44,151,29.14%,33,9,1,43
"Justice, Supreme Court, Place 6, Unexpired Term",1009,0,0,0,9,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",1010,59,35,94,459,20.48%,17,75,1,93
"Justice, Supreme Court, Place 6, Unexpired Term",1011,8,1,9,26,34.62%,4,4,0,8
"Justice, Supreme Court, Place 6, Unexpired Term",1012,134,201,335,1365,24.54%,107,219,2,328
"Justice, Supreme Court, Place 6, Unexpired Term",1013,0,6,6,58,10.34%,3,3,0,6
"Justice, Supreme Court, Place 6, Unexpired Term",1014,4,6,10,31,32.26%,1,9,0,10
"Justice, Supreme Court, Place 6, Unexpired Term",1015,5,4,9,25,36.00%,2,6,0,8
"Justice, Supreme Court, Place 6, Unexpired Term",1016,252,212,464,1691,27.44%,228,215,10,453
"Justice, Supreme Court, Place 6, Unexpired Term",1017,61,44,105,330,31.82%,29,71,3,103
"Justice, Supreme Court, Place 6, Unexpired Term",1018,93,64,157,494,31.78%,72,79,2,153
"Justice, Supreme Court, Place 6, Unexpired Term",1019,130,107,237,1456,16.28%,12,219,3,234
"Justice, Supreme Court, Place 6, Unexpired Term",1020,0,0,0,1,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",1021,0,0,0,2,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",1022,97,79,176,441,39.91%,135,30,5,170
"Justice, Supreme Court, Place 6, Unexpired Term",1023,430,315,745,2026,36.77%,537,178,14,729
"Justice, Supreme Court, Place 6, Unexpired Term",1024,55,61,116,249,46.59%,65,42,4,111
"Justice, Supreme Court, Place 6, Unexpired Term",1025,0,1,1,14,7.14%,1,0,0,1
"Justice, Supreme Court, Place 6, Unexpired Term",1026,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",1027,1,0,1,8,12.50%,1,0,0,1
"Justice, Supreme Court, Place 6, Unexpired Term",1028,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",1029,538,719,1257,2927,42.94%,994,211,25,1230
"Justice, Supreme Court, Place 6, Unexpired Term",1030,231,151,382,785,48.66%,337,36,5,378
"Justice, Supreme Court, Place 6, Unexpired Term",1031,59,71,130,792,16.41%,32,85,4,121
"Justice, Supreme Court, Place 6, Unexpired Term",1032,31,25,56,244,22.95%,35,17,1,53
"Justice, Supreme Court, Place 6, Unexpired Term",1033,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",1034,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",1035,2,4,6,138,4.35%,2,4,0,6
"Justice, Supreme Court, Place 6, Unexpired Term",1036,65,24,89,449,19.82%,74,13,1,88
"Justice, Supreme Court, Place 6, Unexpired Term",1037,19,11,30,76,39.47%,19,8,2,29
"Justice, Supreme Court, Place 6, Unexpired Term",1038,62,6,68,327,20.80%,9,58,0,67
"Justice, Supreme Court, Place 6, Unexpired Term",1039,2,0,2,25,8.00%,0,2,0,2
"Justice, Supreme Court, Place 6, Unexpired Term",1040,91,66,157,771,20.36%,70,74,8,152
"Justice, Supreme Court, Place 6, Unexpired Term",1041,0,2,2,0,0.00%,0,2,0,2
"Justice, Supreme Court, Place 6, Unexpired Term",1042,105,67,172,521,33.01%,50,112,4,166
"Justice, Supreme Court, Place 6, Unexpired Term",1043,5,6,12,33,36.36%,4,8,0,12
"Justice, Supreme Court, Place 6, Unexpired Term",1044,16,6,22,55,40.00%,7,15,0,22
"Justice, Supreme Court, Place 6, Unexpired Term",1045,197,173,370,1788,20.69%,51,303,5,359
"Justice, Supreme Court, Place 6, Unexpired Term",1046,11,5,16,62,25.81%,1,15,0,16
"Justice, Supreme Court, Place 6, Unexpired Term",1047,255,186,441,1568,28.13%,160,264,11,435
"Justice, Supreme Court, Place 6, Unexpired Term",1048,1,0,1,17,5.88%,1,0,0,1
"Justice, Supreme Court, Place 6, Unexpired Term",1049,14,45,59,290,20.34%,20,36,2,58
"Justice, Supreme Court, Place 6, Unexpired Term",1050,60,63,123,537,22.91%,34,83,1,118
"Justice, Supreme Court, Place 6, Unexpired Term",1051,0,31,31,0,0.00%,17,12,2,31
"Justice, Supreme Court, Place 6, Unexpired Term",1052,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",1053,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",1054,0,0,0,1,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",1055,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",1056,4,2,6,8,75.00%,1,5,0,6
"Justice, Supreme Court, Place 6, Unexpired Term",1057,7,9,16,118,13.56%,2,14,0,16
"Justice, Supreme Court, Place 6, Unexpired Term",1058,241,285,526,1243,42.32%,104,408,5,517
"Justice, Supreme Court, Place 6, Unexpired Term",1059,3,3,6,28,21.43%,1,5,0,6
"Justice, Supreme Court, Place 6, Unexpired Term",1060,5,2,7,42,16.67%,5,2,0,7
"Justice, Supreme Court, Place 6, Unexpired Term",1061,332,184,516,1716,30.07%,272,222,11,505
"Justice, Supreme Court, Place 6, Unexpired Term",1062,17,6,23,201,11.44%,4,17,0,21
"Justice, Supreme Court, Place 6, Unexpired Term",1063,66,59,125,857,14.59%,19,103,1,123
"Justice, Supreme Court, Place 6, Unexpired Term",1064,25,11,36,119,30.25%,28,8,0,36
"Justice, Supreme Court, Place 6, Unexpired Term",1065,1,0,1,28,3.57%,0,1,0,1
"Justice, Supreme Court, Place 6, Unexpired Term",1066,72,0,72,229,31.44%,3,67,0,70
"Justice, Supreme Court, Place 6, Unexpired Term",1067,0,0,0,0,0.00%,0,0,0,0
"Justice, Supreme Court, Place 6, Unexpired Term",1068,22,8,30,121,24.79%,11,16,1,28
"Justice, Supreme Court, Place 6, Unexpired Term",1069,434,256,690,2580,26.74%,314,326,20,660
"Justice, Supreme Court, Place 6, Unexpired Term",Totals:,379077,308736,687813,2044361,,360909,291064,15001,666974
