Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Mitt Romney l Paul Ryan,DEM Barack Obama I Joe Biden,LIB Gary Johnson I Jim Gray,GRN Jill Stein l Cheri Honkala,Stewart Alexanderl Alex Mendoza,Rocky Anderson I Luis J. Rodriguez,Avery Ayers l Alejandrina Cabrera,Andre N. Barnettl Kenneth R. Cross
President and Vice President,0317,557,336,893,1469,60.79%,0,0,0,881
President and Vice President,0318,1709,611,2320,3531,65.70%,0,0,0,2279
President and Vice President,0319,967,290,1257,2081,60.40%,0,0,0,1239
President and Vice President,0320,464,300,764,1505,50.76%,0,0,0,743
President and Vice President,0321,442,306,748,2029,36.87%,0,0,0,738
President and Vice President,0322,398,237,635,1322,48.03%,0,0,0,623
President and Vice President,0323,483,332,815,1719,47.41%,0,0,0,794
President and Vice President,0324,970,718,1688,2339,72.17%,0,0,0,1673
President and Vice President,0325,658,397,1055,2251,46.87%,0,0,0,1033
President and Vice President,0326,202,128,330,678,48.67%,0,0,0,321
President and Vice President,0327,726,244,970,1751,55.40%,0,0,0,952
President and Vice President,0328,345,270,615,1361,45.19%,0,0,0,601
President and Vice President,0329,405,307,712,1367,52.08%,0,0,0,690
President and Vice President,0330,591,376,967,1849,52.30%,1,0,0,940
President and Vice President,0331,0,1,1,0,0.00%,0,0,0,1
President and Vice President,0332,24,4,28,128,21.88%,0,0,0,28
President and Vice President,0333,1020,939,1959,2901,67.53%,1,0,0,1934
President and Vice President,0334,255,114,369,755,48.87%,0,0,0,364
President and Vice President,0335,286,246,532,1227,43.36%,0,0,0,505
President and Vice President,0336,1828,588,2416,3161,76.43%,1,0,0,2400
President and Vice President,0337,310,207,517,951,54.36%,1,0,0,512
President and Vice President,0338,1543,824,2367,4673,50.65%,0,0,0,2317
President and Vice President,0339,369,373,742,1716,43.24%,0,0,0,724
President and Vice President,0340,1782,833,2615,3717,70.35%,0,0,0,2588
President and Vice President,0341,245,316,562,1248,45.03%,0,0,0,552
President and Vice President,0342,2032,1113,3145,5718,55.00%,0,0,0,3097
President and Vice President,0343,438,483,921,1904,48.37%,0,0,0,900
President and Vice President,0344,397,245,642,1207,53.19%,0,0,0,629
President and Vice President,0345,430,357,787,1708,46.08%,0,0,0,771
President and Vice President,0345,1,2,3,1,300.00%,0,0,0,3
President and Vice President,0347,1251,614,1865,3299,56.53%,1,0,0,1843
President and Vice President,0348,753,280,1033,1740,59.37%,1,0,0,1022
President and Vice President,0349,407,407,814,1315,61.90%,0,0,0,804
President and Vice President,0350,1129,780,1909,2906,65.69%,1,0,0,1883
President and Vice President,0351,2502,793,3295,4537,72.63%,0,0,0,3266
President and Vice President,0352,1153,583,1736,3193,54.37%,0,0,0,1711
President and Vice President,0353,1545,703,2249,3697,60.83%,0,0,0,2216
President and Vice President,0354,1478,517,1995,3193,62.48%,1,0,0,1965
President and Vice President,0355,703,286,989,1384,71.46%,0,0,0,976
President and Vice President,0356,1387,618,2005,2836,70.70%,0,1,0,1983
President and Vice President,0357,1535,709,2344,3371,69.53%,0,0,0,2317
President and Vice President,0358,742,464,1206,2297,52.50%,0,0,0,1192
President and Vice President,0359,708,482,1190,3008,39.56%,0,0,0,1172
President and Vice President,0360,980,515,1495,2190,68.26%,0,0,0,1484
President and Vice President,0351,138,691,829,1585,52.30%,0,0,0,826
President and Vice President,0362,2138,1200,3338,4952,67.41%,0,0,0,3318
President and Vice President,0363,1349,687,2036,3291,61.87%,0,0,0,2011
President and Vice President,0364,913,602,1515,2539,59.67%,0,0,0,1490
President and Vice President,0355,737,245,982,1302,75.42%,0,0,0,964
President and Vice President,0366,638,466,1104,2089,52.85%,0,0,0,1085
President and Vice President,0357,328,212,540,1019,52.99%,0,0,0,528
President and Vice President,0368,418,143,561,929,60.39%,0,0,0,553
President and Vice President,0359,108,53,161,490,32.86%,0,0,0,159
President and Vice President,0370,3147,1178,4325,5781,74.81%,0,0,0,4295
President and Vice President,0371,226,69,295,475,62.11%,0,0,0,293
President and Vice President,0372,500,231,731,1215,60.16%,0,0,0,720
President and Vice President,0373,51,16,77,159,48.43%,0,0,0,76
President and Vice President,0374,139,187,326,748,43.58%,0,0,0,318
President and Vice President,0375,579,524,1103,2607,42.31%,0,0,0,1086
President and Vice President,0376,630,334,964,1916,50.31%,0,0,0,945
President and Vice President,0377,1056,707,1763,2871,61.41%,0,0,0,1745
President and Vice President,0378,561,521,1082,1777,60.89%,0,0,0,1067
President and Vice President,0379,802,338,1140,2017,56.52%,0,0,0,1121
President and Vice President,0380,2508,1183,3691,4753,77.66%,0,0,0,3658
President and Vice President,0381,957,424,1381,2715,50.87%,0,0,0,1353
President and Vice President,0382,276,231,507,841,60.29%,0,0,0,499
President and Vice President,0383,601,493,1094,2076,52.70%,2,0,0,1078
President and Vice President,0384,1179,505,1684,2596,64.87%,0,0,0,1661
President and Vice President,0385,1101,621,1722,2175,79.17%,0,0,0,1707
President and Vice President,0386,1468,460,1928,2872,67.13%,0,0,0,1907
President and Vice President,0387,1369,802,2171,3727,58.25%,0,0,0,2138
President and Vice President,0388,2784,1222,4006,5329,75.17%,0,0,0,3974
President and Vice President,0389,290,261,551,975,56.51%,0,0,0,546
President and Vice President,0390,652,368,1020,1565,65.18%,0,0,0,1006
President and Vice President,0391,856,355,1211,1805,67.09%,0,0,0,1200
President and Vice President,0392,737,197,934,1441,64.82%,0,0,0,923
President and Vice President,0393,346,318,664,1206,55.06%,0,0,0,659
President and Vice President,0394,1,55,1,76,342,860,39.77%,0,0,0,330
President and Vice President,0395,833,491,1324,1820,72.75%,0,0,0,1315
President and Vice President,0396,1158,219,1377,2073,66.43%,0,0,0,1359
President and Vice President,0397,163,148,311,750,41.47%,0,0,0,299
President and Vice President,0398,1444,840,2284,3816,59.85%,2,0,0,2262
President and Vice President,0399,898,593,1491,2542,58.65%,0,0,0,1476
President and Vice President,0400,1056,506,1562,2238,69.79%,0,0,0,1553
President and Vice President,0401,724,284,1008,1876,53.73%,1,0,0,987
President and Vice President,0402,892,245,1137,1737,65.46%,0,0,0,1116
President and Vice President,0403,794,527,1321,1703,77.57%,0,0,0,1306
President and Vice President,0404,781,552,1333,2589,51.49%,0,0,0,1300
President and Vice President,0405,0,1,1,0,0.00%,0,0,0,1
President and Vice President,0406,282,72,354,610,58.03%,0,0,0,348
President and Vice President,0407,1324,1000,2324,3652,63.64%,2,1,0,2281
President and Vice President,0408,154,179,333,933,35.69%,0,0,0,324
President and Vice President,0409,277,289,566,1371,41.28%,0,0,0,541
President and Vice President,0410,337,102,439,849,51.71%,0,0,0,436
President and Vice President,0411,542,452,1004,2302,43.61%,0,0,0,983
President and Vice President,0412,193,74,267,433,61.66%,0,0,0,261
President and Vice President,0413,1495,525,2020,3023,66.82%,0,0,0,1990
President and Vice President,0414,1454,593,2047,3457,59.21%,0,0,0,2014
President and Vice President,0415,955,633,1588,2124,74.76%,0,0,0,1573
President and Vice President,0416,1184,916,2100,3582,58.63%,0,0,0,2067
President and Vice President,0417,779,619,1398,2465,56.71%,0,0,0,1378
President and Vice President,0418,1060,758,1818,3420,53.16%,0,0,0,1788
President and Vice President,0419,1007,578,1585,2697,58.77%,0,0,0,1570
President and Vice President,0420,2175,1089,3264,4639,70.36%,2,0,0,3235
President and Vice President,0421,126,92,218,467,46.68%,0,0,0,216
President and Vice President,0422,1459,585,2044,3345,61.11%,0,0,0,2018
President and Vice President,0423,1,90,309,499,894,55.82%,0,0,0,483
President and Vice President,0424,437,157,594,888,66.89%,0,0,0,590
President and Vice President,0425,228,234,462,875,52.80%,0,0,0,448
President and Vice President,0426,416,283,699,1224,57.11%,0,0,0,678
President and Vice President,0427,325,249,574,1115,51.48%,0,0,0,562
President and Vice President,0428,1284,907,2191,4316,50.76%,0,0,0,2144
President and Vice President,0429,1093,777,1870,3929,47.59%,1,0,0,1834
President and Vice President,0430,407,335,742,1654,44.86%,0,0,0,719
President and Vice President,0431,824,403,1227,3188,38.49%,0,0,0,1196
President and Vice President,0432,312,271,583,1344,43.38%,0,0,0,575
President and Vice President,0433,1,39,1,06,245,573,42.76%,0,0,0,240
President and Vice President,0434,534,371,1005,1386,72.51%,0,0,0,993
President and Vice President,0435,1543,768,2311,3097,74.62%,0,0,0,2284
President and Vice President,0436,1348,709,2057,3012,68.29%,0,0,0,2036
President and Vice President,0437,960,542,1502,2007,74.84%,0,0,0,1487
President and Vice President,0438,1051,387,1438,1802,79.80%,1,0,0,1428
President and Vice President,0439,1527,905,2432,3416,71.19%,0,0,0,2412
President and Vice President,0440,1331,876,2207,2867,76.98%,0,0,0,2194
President and Vice President,0441,703,513,1216,1616,75.25%,0,0,0,1204
President and Vice President,0442,1367,513,1880,2504,75.08%,0,0,0,1870
President and Vice President,0443,335,148,483,605,79.83%,0,0,0,478
President and Vice President,0444,1252,731,1993,3172,62.83%,1,0,0,1963
President and Vice President,0445,862,443,1305,1938,67.34%,0,0,0,1290
President and Vice President,0446,70,52,122,268,45.52%,0,0,0,117
President and Vice President,0447,271,108,379,583,65.01%,0,0,0,374
President and Vice President,0448,1240,869,2109,3081,68.45%,0,0,0,2081
President and Vice President,0449,62,37,99,164,60.37%,0,0,0,96
President and Vice President,0450,858,537,1395,2622,53.20%,0,0,0,1374
President and Vice President,0451,1578,515,2093,2674,78.27%,1,0,0,2072
President and Vice President,0452,1112,639,1751,2810,62.31%,0,0,0,1732
President and Vice President,0453,551,475,1036,1885,54.96%,1,0,0,1017
President and Vice President,0454,1229,311,1540,2571,59.90%,0,0,0,1518
President and Vice President,0455,748,216,964,1679,57.42%,0,0,0,950
President and Vice President,0456,1272,593,1865,3350,55.67%,0,0,0,1839
President and Vice President,0457,0,0,0,0,0.00%,0,0,0,0
President and Vice President,0458,909,271,1180,1893,62.33%,0,0,0,1168
President and Vice President,0459,1540,476,2116,2950,71.73%,0,0,0,2106
President and Vice President,0460,1252,402,1654,2346,70.50%,0,0,0,1632
President and Vice President,0461,1953,828,2791,3733,74.77%,0,0,0,2761
President and Vice President,0462,1327,865,2192,3367,65.10%,1,0,0,2165
President and Vice President,0463,1133,656,1789,2962,60.40%,0,0,0,1763
President and Vice President,0454,788,612,1400,2126,65.85%,0,0,0,1378
President and Vice President,0465,1468,702,2170,3343,64.91%,2,0,0,2147
President and Vice President,0466,2055,729,2784,4072,68.37%,0,0,0,2750
President and Vice President,0457,479,229,708,1230,57.56%,0,0,0,700
President and Vice President,0468,987,793,1780,3354,53.07%,0,0,0,1742
President and Vice President,0469,2045,638,2683,3779,71.00%,0,0,0,2664
President and Vice President,0470,444,323,767,1349,56.86%,0,0,0,756
President and Vice President,0471,793,597,1390,2349,59.17%,1,0,0,1370
President and Vice President,0472,375,337,713,1027,69.43%,0,0,0,707
President and Vice President,0473,917,442,1359,1827,74.38%,0,0,0,1345
President and Vice President,0474,1152,766,1918,3006,63.81%,2,0,0,1893
President and Vice President,0475,485,473,958,1651,58.03%,0,0,0,945
President and Vice President,0476,810,658,1468,2412,60.86%,1,0,2,1453
President and Vice President,0477,1442,742,2184,3195,68.36%,0,0,0,2167
President and Vice President,0478,1955,898,2863,4150,68.99%,1,0,0,2833
President and Vice President,0479,1304,588,1892,2648,71.45%,0,0,0,1871
President and Vice President,0480,939,555,1494,2267,65.90%,0,0,0,1475
President and Vice President,0481,1468,852,2320,3298,70.35%,0,0,0,2291
President and Vice President,0482,1955,836,2802,4129,67.86%,0,0,0,2770
President and Vice President,0483,1878,759,2637,4141,63.68%,0,1,0,2608
President and Vice President,0484,2245,1008,3254,4594,70.83%,2,0,2,3225
President and Vice President,0485,2424,990,3414,4838,70.57%,0,0,0,3388
President and Vice President,0486,1846,805,2651,3572,74.22%,0,0,0,2623
President and Vice President,0487,1007,512,1619,3318,48.79%,0,0,0,1584
President and Vice President,0488,582,440,1022,1713,59.66%,0,0,0,1004
President and Vice President,0489,784,378,1162,1823,63.74%,0,0,0,1145
President and Vice President,0490,885,439,1324,1944,68.11%,0,0,0,1302
President and Vice President,0491,571,489,1160,1782,65.10%,0,1,0,1137
President and Vice President,0492,1077,504,1581,2351,67.25%,0,0,0,1558
President and Vice President,0493,865,400,1265,1804,70.12%,0,0,0,1252
President and Vice President,0494,754,431,1195,2176,54.92%,0,0,0,1170
President and Vice President,0495,1125,494,1620,2284,70.93%,0,0,0,1605
President and Vice President,0495,495,571,1067,2086,51.15%,0,0,0,1047
President and Vice President,0497,1125,303,1428,2226,64.15%,0,0,0,1404
President and Vice President,0498,752,499,1261,2123,59.40%,1,0,1,1242
President and Vice President,0499,1307,517,1824,2304,79.17%,0,0,0,1806
President and Vice President,0500,1512,745,2258,3175,71.12%,0,0,0,2234
President and Vice President,0501,553,487,1140,1647,69.22%,0,0,0,1133
President and Vice President,0502,1154,332,1486,2364,62.86%,2,0,0,1466
President and Vice President,0503,359,273,632,1363,46.37%,0,0,0,617
President and Vice President,0504,1134,538,1672,2197,76.10%,0,0,0,1657
President and Vice President,0505,1,1213,829,2042,3654,55.88%,1,0,0,2005
President and Vice President,0505,1471,501,2272,3380,67.22%,0,0,0,2231
President and Vice President,0507,584,355,969,2435,39.79%,0,0,0,933
President and Vice President,0508,948,750,1708,3248,52.59%,0,0,0,1666
President and Vice President,0509,1341,864,2205,3536,62.36%,0,0,0,2185
President and Vice President,0510,1498,682,2180,3511,62.09%,0,0,0,2164
President and Vice President,0511,0,6,6,0,0.00%,0,0,0,6
President and Vice President,0512,1568,1127,2695,4582,58.82%,0,0,0,2658
President and Vice President,0513,1512,507,2119,2752,77.00%,0,0,0,2103
President and Vice President,0514,1972,860,2832,3941,71.86%,0,0,0,2806
President and Vice President,0515,1593,708,2401,3173,75.67%,1,0,0,2386
President and Vice President,0515,2186,1055,3252,4934,65.91%,1,0,0,3208
President and Vice President,0517,1211,553,1864,3320,56.14%,1,0,0,1829
President and Vice President,0518,1481,919,2400,3755,63.91%,2,0,0,2372
President and Vice President,0519,1235,545,1880,2951,63.71%,0,0,0,1851
President and Vice President,0520,1548,857,2405,4064,59.18%,0,0,0,2374
President and Vice President,0521,1015,594,1709,2725,62.72%,0,0,1,1689
President and Vice President,0522,1177,658,1835,2682,68.42%,0,0,2,1812
President and Vice President,0523,1345,689,2034,3060,66.47%,0,0,0,2008
President and Vice President,0524,1243,575,1918,3292,58.26%,0,0,0,1892
President and Vice President,0525,1388,510,1998,2947,67.80%,0,0,0,1964
President and Vice President,0525,157,171,338,731,46.24%,0,0,0,321
President and Vice President,0527,80,24,104,569,18.28%,0,0,0,101
President and Vice President,0528,35,12,48,92,52.17%,0,0,0,48
President and Vice President,0529,1991,441,2432,3616,67.26%,0,0,0,2408
President and Vice President,0530,259,235,494,1196,41.30%,0,0,0,478
President and Vice President,0531,572,113,785,1094,71.76%,0,0,0,778
President and Vice President,0532,452,184,636,1039,61.21%,1,0,0,627
President and Vice President,0533,317,207,524,1069,49.02%,0,0,0,516
President and Vice President,0534,1551,575,2336,3795,61.55%,0,0,0,2304
President and Vice President,0535,80,94,174,421,41.33%,0,0,0,166
President and Vice President,0535,1335,1195,2531,4576,55.31%,0,0,0,2473
President and Vice President,0537,1457,823,2280,2971,76.74%,0,0,0,2254
President and Vice President,0538,433,237,670,1282,52.26%,0,0,0,650
President and Vice President,0539,25,209,235,71,330.99%,0,0,0,226
President and Vice President,0540,668,380,1048,1491,70.29%,1,1,0,1036
President and Vice President,0541,1838,779,2617,4183,62.56%,1,0,0,2589
President and Vice President,0542,997,501,1498,2525,59.33%,0,0,0,1479
President and Vice President,0543,287,378,665,1528,43.52%,0,0,0,650
President and Vice President,0544,93,53,146,318,45.91%,0,0,0,145
President and Vice President,0545,1315,857,2173,3339,65.08%,0,0,0,2139
President and Vice President,0545,4,4,8,30,26.67%,0,0,0,8
President and Vice President,0547,879,547,1526,2408,63.37%,0,0,0,1504
President and Vice President,0548,721,475,1197,2129,56.22%,1,0,0,1175
President and Vice President,0549,944,586,1530,2530,60.47%,0,0,0,1500
President and Vice President,0550,1135,529,1764,2847,61.96%,3,0,0,1738
President and Vice President,0551,3099,1527,4626,6135,75.40%,3,0,0,4583
President and Vice President,0552,1521,844,2465,3241,76.06%,1,0,0,2445
President and Vice President,0553,1455,951,2417,4355,55.50%,1,0,0,2368
President and Vice President,0554,552,340,902,1731,52.11%,0,0,0,884
President and Vice President,0555,598,447,1045,2119,49.32%,0,0,0,1028
President and Vice President,0555,585,421,1006,2249,44.73%,0,0,0,982
President and Vice President,0557,822,555,1378,2726,50.55%,0,0,0,1348
President and Vice President,0558,1595,824,2419,4084,59.23%,1,0,0,2384
President and Vice President,0559,1799,899,2698,4633,58.23%,0,0,0,2667
President and Vice President,0550,172,289,461,1176,39.20%,0,0,0,441
President and Vice President,0551,839,759,1598,3033,52.69%,1,0,0,1574
President and Vice President,0552,201,145,347,645,53.80%,0,0,0,344
President and Vice President,0553,1704,415,2119,2969,71.37%,1,0,0,2095
President and Vice President,0554,1152,713,1875,3096,60.56%,0,0,0,1855
President and Vice President,0555,317,194,511,1373,37.22%,0,0,0,502
President and Vice President,0555,1130,478,1608,2950,54.51%,0,0,0,1596
President and Vice President,0557,574,394,1068,2198,48.59%,0,0,0,1043
President and Vice President,0568,1531,837,2468,3487,70.78%,0,0,0,2446
President and Vice President,0559,1305,865,2171,3249,66.82%,2,0,0,2150
President and Vice President,0570,527,409,936,1473,63.54%,0,0,0,925
President and Vice President,0571,335,312,647,1758,36.80%,0,0,0,638
President and Vice President,0572,1292,574,1866,2998,62.24%,0,0,0,1853
President and Vice President,0573,578,368,946,1618,58.47%,0,0,0,936
President and Vice President,0574,98,79,177,391,45.27%,0,0,0,173
President and Vice President,0575,27,9,36,79,45.57%,0,0,0,35
President and Vice President,0575,1053,552,1605,2671,60.09%,0,0,0,1586
President and Vice President,0577,231,113,344,573,60.03%,2,0,0,339
President and Vice President,0578,749,553,1302,1689,77.09%,0,0,0,1291
President and Vice President,0579,489,351,840,1806,46.51%,0,0,0,820
President and Vice President,0580,430,146,576,1027,56.09%,0,0,0,564
President and Vice President,0581,510,162,672,1041,64.55%,0,0,0,658
President and Vice President,0582,616,256,872,1613,54.06%,0,0,0,854
President and Vice President,0583,544,1,27,671,1248,53.77%,0,0,0,656
President and Vice President,0584,393,139,532,971,54.79%,0,0,0,519
President and Vice President,0585,935,304,1239,2403,51.56%,0,0,0,1223
President and Vice President,0586,1308,1189,2497,4230,59.03%,2,0,0,2473
President and Vice President,0587,934,465,1399,2174,64.35%,0,0,0,1384
President and Vice President,0588,1545,871,2416,3468,69.67%,0,0,0,2387
President and Vice President,0589,1034,738,1772,3130,56.61%,0,0,0,1752
President and Vice President,0590,1160,463,1623,2136,75.98%,0,0,0,1610
President and Vice President,0591,420,449,869,2114,41.11%,0,0,0,846
President and Vice President,0592,371,288,659,1258,52.38%,0,0,0,646
President and Vice President,0593,1149,999,2148,4059,52.92%,0,0,0,2106
President and Vice President,0594,1035,535,1571,2361,66.54%,0,0,0,1552
President and Vice President,0595,497,380,877,1647,53.25%,0,0,0,860
President and Vice President,0596,949,690,1639,2848,57.55%,0,0,0,1618
President and Vice President,0597,1067,719,1786,3267,54.67%,1,0,0,1752
President and Vice President,0598,335,1,03,438,724,60.50%,0,0,0,430
President and Vice President,0599,1897,866,2763,4135,66.82%,1,0,0,2727
President and Vice President,0600,1390,869,2259,3820,59.14%,2,0,0,2219
President and Vice President,0601,2033,858,2891,3990,72.46%,1,0,0,2870
President and Vice President,0602,563,296,859,1237,69.44%,0,0,0,847
President and Vice President,0603,1439,1163,2602,3917,66.43%,0,0,0,2581
President and Vice President,0504,1445,528,1974,2910,67.84%,0,0,0,1954
President and Vice President,0605,2229,889,3118,5251,59.38%,0,0,0,3080
President and Vice President,0606,420,122,542,1053,51.47%,0,0,0,536
President and Vice President,0607,194,118,312,731,42.68%,0,0,0,307
President and Vice President,0608,245,290,535,1256,42.60%,0,0,0,524
President and Vice President,0609,1366,844,2210,3261,67.77%,0,0,0,2178
President and Vice President,0610,405,398,803,1825,44.00%,0,0,0,780
President and Vice President,0611,1122,301,1423,2450,58.08%,0,0,0,1395
President and Vice President,0612,1705,579,2284,3272,69.80%,0,0,0,2264
President and Vice President,0513,495,309,804,1450,55.45%,0,0,0,794
President and Vice President,0514,1535,812,2448,3932,62.26%,0,0,0,2413
President and Vice President,0515,931,404,1335,1926,69.31%,0,0,0,1320
President and Vice President,0515,1353,970,2323,3378,68.77%,0,0,0,2290
President and Vice President,0517,1322,849,2171,3546,61.22%,0,0,0,2128
President and Vice President,0618,1925,1021,2946,5344,55.13%,1,0,0,2912
President and Vice President,0519,2138,857,2995,4266,70.21%,0,0,0,2974
President and Vice President,0520,2393,856,3249,5271,61.64%,0,0,0,3221
President and Vice President,0521,398,203,601,1173,51.24%,0,0,0,590
President and Vice President,0522,1725,829,2555,4305,59.35%,0,0,0,2516
President and Vice President,0523,1711,525,2337,3481,67.14%,1,0,0,2309
President and Vice President,0524,9,0,9,16,56.25%,0,0,0,9
President and Vice President,0525,867,454,1321,1796,73.55%,0,0,0,1307
President and Vice President,0525,1159,555,1814,2838,63.92%,0,0,0,1796
President and Vice President,0527,797,547,1444,2964,48.72%,0,0,0,1398
President and Vice President,0628,294,455,750,1600,46.88%,0,0,0,738
President and Vice President,0529,177,1,27,304,629,48.33%,0,0,0,302
President and Vice President,0530,2023,535,2558,3190,80.19%,0,0,0,2540
President and Vice President,0531,1492,392,1884,2733,68.94%,0,0,0,1874
President and Vice President,0532,12,9,21,231,9.09%,0,0,0,19
President and Vice President,0533,1784,678,2462,3257,75.59%,0,0,0,2441
President and Vice President,0534,1022,734,1756,2922,60.10%,0,0,0,1734
President and Vice President,0535,1330,705,2036,3280,62.07%,0,0,0,2015
President and Vice President,0535,1795,974,2769,3881,71.35%,0,0,0,2736
President and Vice President,0537,740,509,1249,2471,50.55%,0,0,0,1226
President and Vice President,0638,744,684,1428,2078,68.72%,0,0,0,1409
President and Vice President,0539,835,711,1546,2501,61.82%,0,0,0,1531
President and Vice President,0540,1385,723,2108,3548,59.41%,0,0,0,2076
President and Vice President,0541,1268,878,2146,3375,63.59%,3,0,0,2110
President and Vice President,0542,874,447,1321,1779,74.26%,0,0,0,1313
President and Vice President,0543,2154,994,3158,5310,59.47%,1,0,0,3121
President and Vice President,0544,2128,1204,3332,5261,63.33%,1,0,0,3306
President and Vice President,0545,1551,895,2546,4035,63.10%,0,0,0,2521
President and Vice President,0545,710,455,1166,2163,53.91%,0,0,0,1141
President and Vice President,0647,1772,1020,2792,5593,49.92%,0,0,0,2713
President and Vice President,0648,1593,668,2261,3197,70.72%,0,0,0,2237
President and Vice President,0649,1391,854,2245,4426,50.72%,2,0,0,2210
President and Vice President,0650,1333,939,2272,3151,72.10%,0,0,0,2247
President and Vice President,0651,2088,1070,3158,4931,64.04%,0,0,0,3119
President and Vice President,0652,1054,653,1707,2633,64.83%,0,0,0,1684
President and Vice President,0653,0,8,8,0,0.00%,0,0,0,8
President and Vice President,0554,2108,1344,3452,5765,59.88%,0,0,0,3419
President and Vice President,0655,2615,1451,4066,6304,64.50%,1,0,0,4030
President and Vice President,0656,1199,421,1620,2622,61.78%,0,0,0,1600
President and Vice President,0657,491,268,759,1200,63.25%,0,0,0,744
President and Vice President,0658,989,708,1697,2824,60.09%,0,0,0,1674
President and Vice President,0659,2146,1091,3237,4588,70.55%,3,0,0,3212
President and Vice President,0660,2452,932,3394,5048,67.23%,0,0,0,3354
President and Vice President,0661,1617,1012,2629,4179,62.91%,0,0,0,2585
President and Vice President,0662,2479,999,3478,4807,72.35%,0,0,0,3448
President and Vice President,0663,1310,913,2223,3232,68.78%,0,0,0,2193
President and Vice President,0554,681,507,1288,2801,45.98%,0,0,0,1245
President and Vice President,0665,954,394,1348,2007,67.16%,0,0,0,1339
President and Vice President,0666,0,1,1,0,0.00%,0,0,0,1
President and Vice President,0667,994,547,1541,2181,70.66%,1,0,0,1532
President and Vice President,0668,929,655,1584,2458,64.44%,2,0,0,1574
President and Vice President,0669,1613,823,2436,3243,75.12%,0,0,0,2422
President and Vice President,0670,1574,518,2092,2952,70.87%,0,0,0,2077
President and Vice President,0671,1094,773,1867,2942,63.46%,0,0,0,1847
President and Vice President,0672,2307,1078,3385,4710,71.87%,0,0,0,3348
President and Vice President,0673,1377,643,2020,2988,67.60%,2,0,0,2008
President and Vice President,0574,2094,813,2907,4055,71.69%,0,0,0,2881
President and Vice President,0675,0,0,0,0,0.00%,0,0,0,0
President and Vice President,0676,0,0,0,0,0.00%,0,0,0,0
President and Vice President,0677,220,239,459,954,48.11%,0,0,0,444
President and Vice President,0678,298,164,462,756,61.11%,0,0,0,458
President and Vice President,0679,1469,661,2130,3331,63.94%,0,0,0,2112
President and Vice President,0680,57,22,79,181,43.65%,0,0,0,79
President and Vice President,0681,1,0,1,5,20.00%,0,0,0,1
President and Vice President,0682,1575,912,2587,4134,62.58%,0,0,0,2567
President and Vice President,0683,48,50,98,261,37.55%,0,0,0,96
President and Vice President,0684,73,24,97,187,51.87%,0,0,0,96
President and Vice President,0685,157,29,196,326,60.12%,0,0,0,196
President and Vice President,0686,45,34,80,196,40.82%,0,0,0,80
President and Vice President,0687,1091,541,1732,2497,69.36%,0,0,0,1702
President and Vice President,0688,1819,573,2492,3266,76.30%,0,0,0,2472
President and Vice President,0689,509,551,1160,2276,50.97%,0,0,0,1122
President and Vice President,0590,1971,1115,3087,4184,73.78%,0,0,0,3073
President and Vice President,0591,10,2,12,34,35.29%,0,0,0,11
President and Vice President,0592,1005,717,1722,2626,65.58%,0,0,0,1711
President and Vice President,0593,303,115,419,651,64.36%,0,0,0,416
President and Vice President,0594,422,137,559,817,68.42%,0,0,0,556
President and Vice President,0595,455,320,775,1646,47.08%,0,0,0,767
President and Vice President,0595,502,373,975,2098,46.47%,0,0,0,962
President and Vice President,0597,1517,941,2458,4307,57.07%,1,0,0,2402
President and Vice President,0698,1137,559,1796,2948,60.92%,0,0,0,1774
President and Vice President,0599,1033,555,1599,2288,69.89%,0,1,0,1584
President and Vice President,0700,531,287,818,1313,62.30%,0,0,0,811
President and Vice President,0701,142,115,257,554,46.39%,0,0,0,250
President and Vice President,0702,150,1,23,273,549,49.73%,0,0,0,267
President and Vice President,0703,748,616,1364,1845,73.93%,1,0,0,1352
President and Vice President,0704,1337,701,2038,2882,70.71%,0,0,0,2025
President and Vice President,0705,358,238,596,1520,39.21%,0,0,0,586
President and Vice President,0705,223,135,358,529,67.67%,0,0,0,357
President and Vice President,0707,285,135,421,707,59.55%,0,0,0,415
President and Vice President,0708,109,95,204,568,35.92%,0,0,0,198
President and Vice President,0709,3001,1297,4298,6239,68.89%,1,0,0,4251
President and Vice President,0710,883,502,1485,2023,73.41%,0,0,0,1477
President and Vice President,0711,1497,701,2198,3351,65.59%,2,0,0,2177
President and Vice President,0712,1205,858,2064,3348,61.65%,0,0,0,2036
President and Vice President,0713,667,436,1103,1827,60.37%,0,0,0,1092
President and Vice President,0714,77,3,80,304,26.32%,0,0,0,78
President and Vice President,0715,405,326,731,1380,52.97%,0,0,0,723
President and Vice President,0716,978,622,1600,2670,59.93%,0,0,0,1578
President and Vice President,0717,826,362,1188,1927,61.65%,0,0,0,1166
President and Vice President,0718,1850,1019,2869,4050,70.84%,0,0,0,2846
President and Vice President,0719,508,260,768,1617,47.50%,0,0,0,757
President and Vice President,0720,1578,1044,2622,3903,67.18%,1,0,0,2599
President and Vice President,0721,1340,637,1977,2842,69.56%,0,0,0,1959
President and Vice President,0722,1895,642,2537,4357,58.23%,0,0,0,2500
President and Vice President,0723,749,329,1078,1760,61.25%,1,0,0,1062
President and Vice President,0724,327,170,497,716,69.41%,0,0,0,494
President and Vice President,0725,955,329,1284,2124,60.45%,1,0,0,1274
