Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Republican Party,DEM Democratic Party,LIB Libertarian Party,GRN Green Party,Totals
Straight Party,0403,794,527,1321,1703,77.57%,437,217,3,2,659
Straight Party,0404,781,552,1333,2589,51.49%,471,445,5,3,924
Straight Party,0405,0,1,1,0,0.00%,0,1,0,0,1
Straight Party,0406,282,72,354,610,58.03%,2,298,0,0,300
Straight Party,0407,1324,1000,2324,3652,63.64%,957,446,8,2,1413
Straight Party,0408,154,179,333,933,35.69%,94,139,3,2,238
Straight Party,0409,277,289,566,1371,41.28%,127,287,3,1,418
Straight Party,0410,337,102,439,849,51.71%,55,273,0,0,328
Straight Party,0411,542,462,1004,2302,43.61%,188,522,2,2,714
Straight Party,0412,193,74,267,433,61.66%,6,211,1,1,219
Straight Party,0413,1495,525,2020,3023,66.82%,500,833,9,4,1346
Straight Party,0414,1454,593,2047,3457,59.21%,1007,319,8,1,1335
Straight Party,0415,955,633,1588,2124,74.76%,784,228,3,6,1021
Straight Party,0416,1184,91,5,2100,3582,58.63%,755,626,10,1,1392
Straight Party,0417,779,619,1398,2465,56.71%,427,497,9,3,936
Straight Party,0418,1060,758,1818,3420,53.16%,468,794,3,3,1268
Straight Party,0419,1007,578,1585,2697,58.77%,732,332,9,2,1075
Straight Party,0420,2175,1089,3264,4639,70.36%,1999,301,10,3,2313
Straight Party,0421,126,92,218,467,46.68%,31,127,0,0,158
Straight Party,0422,1459,585,2044,3345,61.11%,22,1621,1,0,1644
Straight Party,0423,190,309,499,894,55.82%,148,217,0,2,367
Straight Party,0424,437,1,57,594,888,66.89%,240,1,56,4,1,401
Straight Party,0425,228,234,462,875,52.80%,106,217,3,1,327
Straight Party,0426,416,283,699,1224,57.11%,262,171,2,1,436
Straight Party,0427,325,249,574,1115,51.48%,141,251,3,0,395
Straight Party,0428,1284,907,2191,4316,50.76%,477,1165,5,5,1652
Straight Party,0429,1093,777,1870,3929,47.59%,249,1160,11,3,1423
Straight Party,0430,407,335,742,1654,44.86%,103,435,5,3,546
Straight Party,0431,824,403,1227,3188,38.49%,208,667,10,5,890
Straight Party,0432,312,271,583,1344,43.38%,105,281,3,1,390
Straight Party,0433,139,106,245,573,42.76%,25,148,2,1,176
Straight Party,0434,634,371,1005,1386,72.51%,413,151,8,0,572
Straight Party,0435,1543,758,2311,3097,74.62%,1008,354,10,2,1374
Straight Party,0436,1348,709,2057,3012,68.29%,810,381,11,4,1206
Straight Party,0437,960,542,1502,2007,74.84%,723,198,8,2,931
Straight Party,0438,1051,387,1438,1802,79.80%,714,118,2,3,837
Straight Party,0439,1527,905,2432,3416,71.19%,1160,303,11,5,1479
Straight Party,0440,1331,876,2207,2867,76.98%,1130,157,7,1,1295
Straight Party,0441,703,513,1216,1616,75.25%,602,137,3,0,742
Straight Party,0442,1367,513,1880,2504,75.08%,1139,126,7,7,1279
Straight Party,0443,335,148,483,605,79.83%,228,55,2,0,285
Straight Party,0444,1262,731,1993,3172,62.83%,786,435,11,1,1233
Straight Party,0445,862,443,1305,1938,67.34%,526,267,11,2,806
Straight Party,0446,70,52,122,268,45.52%,30,51,0,1,82
Straight Party,0447,271,1,08,379,583,65.01%,84,146,3,1,234
Straight Party,0448,1240,869,2109,3081,68.45%,768,352,14,1,1135
Straight Party,0449,62,37,99,164,60.37%,10,67,0,0,77
Straight Party,0450,858,537,1395,2622,53.20%,209,760,5,4,978
Straight Party,0451,1578,515,2093,2674,78.27%,1258,174,4,3,1439
Straight Party,0452,1112,639,1751,2810,62.31%,986,264,8,1,1259
Straight Party,0453,561,475,1036,1885,54.96%,249,473,3,1,726
Straight Party,0454,1229,311,1540,2571,59.90%,5,1333,1,2,1341
Straight Party,0455,748,216,964,1679,57.42%,21,789,3,1,814
Straight Party,0456,1272,593,1865,3350,55.67%,686,613,3,0,1302
Straight Party,0457,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0458,909,271,1180,1893,62.33%,24,860,1,2,887
Straight Party,0459,1640,476,2116,2950,71.73%,1175,197,5,2,1379
Straight Party,0460,1252,402,1654,2346,70.50%,296,875,2,2,1175
Straight Party,0461,1963,828,2791,3733,74.77%,1296,468,6,3,1773
Straight Party,0462,1327,865,2192,3367,65.10%,510,872,10,2,1394
Straight Party,0463,1133,555,1789,2962,60.40%,528,760,8,1,1297
Straight Party,0464,788,612,1400,2126,65.85%,669,254,11,1,935
Straight Party,0465,1468,702,2170,3343,64.91%,814,666,5,2,1487
Straight Party,0466,2055,729,2784,4072,68.37%,1136,805,6,1,1948
Straight Party,0467,479,229,708,1230,57.56%,123,394,1,1,519
Straight Party,0468,987,793,1780,3354,53.07%,373,910,9,4,1296
Straight Party,0469,2045,538,2683,3779,71.00%,1482,281,5,5,1773
Straight Party,0470,444,323,767,1349,56.86%,399,123,4,0,526
Straight Party,0471,793,597,1390,2349,59.17%,813,183,7,1,1004
Straight Party,0472,376,337,713,1027,69.43%,164,145,2,0,311
Straight Party,0473,917,442,1359,1827,74.38%,636,188,7,1,832
Straight Party,0474,1152,766,1918,3006,63.81%,945,292,13,5,1255
Straight Party,0475,485,473,958,1651,58.03%,296,371,6,1,674
Straight Party,0476,810,658,1468,2412,60.86%,576,365,7,3,951
Straight Party,0477,1442,742,2184,3195,68.36%,1139,296,8,2,1445
Straight Party,0478,1965,898,2863,4150,68.99%,1319,532,17,4,1872
Straight Party,0479,1304,588,1892,2648,71.45%,963,253,10,3,1229
Straight Party,0480,939,555,1494,2267,65.90%,758,237,5,4,1004
Straight Party,0481,1468,852,2320,3298,70.35%,1238,297,13,3,1551
Straight Party,0482,1966,836,2802,4129,67.86%,1395,482,11,5,1893
Straight Party,0483,1878,759,2637,4141,63.68%,1008,781,21,4,1814
Straight Party,0484,2246,1008,3254,4594,70.83%,1639,527,15,4,2185
Straight Party,0485,2424,990,3414,4838,70.57%,1879,505,25,3,2412
Straight Party,0486,1846,805,2651,3572,74.22%,1483,304,15,4,1806
Straight Party,0487,1007,612,1619,3318,48.79%,369,867,7,6,1249
Straight Party,0488,582,440,1022,1713,59.66%,253,456,2,1,712
Straight Party,0489,784,378,1162,1823,63.74%,219,568,3,0,790
Straight Party,0490,885,439,1324,1944,68.11%,299,541,5,1,846
Straight Party,0491,571,489,1160,1782,65.10%,418,249,7,1,675
Straight Party,0492,1077,504,1581,2351,67.25%,536,434,7,3,980
Straight Party,0493,865,400,1265,1804,70.12%,550,231,4,4,789
Straight Party,0494,764,431,1195,2176,54.92%,98,820,1,1,920
Straight Party,0495,1126,494,1620,2284,70.93%,806,238,6,1,1051
Straight Party,0496,496,571,1067,2086,51.15%,290,473,3,1,767
Straight Party,0497,1125,303,1428,2226,64.15%,37,1151,1,0,1189
Straight Party,0498,762,499,1261,2123,59.40%,367,490,6,1,864
Straight Party,0499,1307,517,1824,2304,79.17%,894,222,6,2,1124
Straight Party,0500,1512,746,2258,3175,71.12%,1104,417,7,5,1533
Straight Party,0501,653,487,1140,1647,69.22%,245,340,13,1,599
Straight Party,0502,1154,332,1486,2364,62.86%,727,178,4,1,910
Straight Party,0503,359,273,632,1363,46.37%,142,308,2,2,454
Straight Party,0504,1134,538,1672,2197,76.10%,766,268,7,2,1043
Straight Party,0505,1213,829,2042,3654,55.88%,563,631,10,5,1209
Straight Party,0506,1471,801,2272,3380,67.22%,249,1402,1,2,1654
Straight Party,0507,584,385,969,2435,39.79%,102,585,6,2,695
Straight Party,0508,948,760,1708,3248,52.59%,413,822,6,3,1244
Straight Party,0509,1341,864,2205,3536,62.36%,1127,364,16,2,1509
Straight Party,0510,1498,582,2180,3511,62.09%,686,775,17,4,1482
Straight Party,0511,0,8,8,0,0.00%,1,5,0,0,8
Straight Party,0512,1588,1127,2895,4582,58.82%,902,1081,18,2,1981
Straight Party,0513,1812,507,2119,2752,77.00%,1119,254,8,3,1384
Straight Party,0514,1972,880,2832,3941,71.88%,1481,421,8,2,1912
Straight Party,0515,1893,708,2401,3173,75.87%,1409,229,5,2,1845
Straight Party,0518,2188,1088,3252,4934,85.91%,1187,1087,13,5,2292
Straight Party,0517,1211,853,1884,3320,58.14%,719,805,14,7,1345
Straight Party,0518,1481,919,2400,3755,83.91%,1088,543,12,1,1844
Straight Party,0519,1235,845,1880,2951,83.71%,1003,277,12,4,1298
Straight Party,0520,1548,857,2405,4084,59.18%,259,1800,7,1,1887
Straight Party,0521,1015,894,1709,2725,82.72%,823,581,12,2,1218
Straight Party,0522,1177,858,1835,2882,88.42%,1021,228,10,1,1280
Straight Party,0523,1345,889,2034,3080,88.47%,979,388,17,2,1384
Straight Party,0524,1243,875,1918,3292,58.28%,395,980,5,2,1382
Straight Party,0525,1388,810,1998,2947,87.80%,288,1133,4,3,1408
Straight Party,0528,187,171,338,731,48.24%,58,185,0,1,242
Straight Party,0527,80,24,104,589,18.28%,33,44,0,0,77
Straight Party,0528,38,12,48,92,52.17%,2,39,1,0,42
Straight Party,0529,1991,441,2432,3818,87.28%,1545,190,12,4,1751
Straight Party,0530,259,235,494,1198,41.30%,88,279,1,3,351
Straight Party,0531,872,113,785,1094,71.78%,390,95,3,0,488
Straight Party,0532,452,184,838,1039,81.21%,320,134,1,0,455
Straight Party,0533,317,207,524,1089,49.02%,192,178,3,2,375
Straight Party,0534,1881,875,2338,3795,81.55%,1288,354,11,3,1838
Straight Party,0535,80,94,174,421,41.33%,40,80,2,0,122
Straight Party,0538,1338,1195,2531,4578,55.31%,855,1108,8,3,1772
Straight Party,0537,1457,823,2280,2971,78.74%,1229,307,3,2,1541
Straight Party,0538,433,237,870,1282,52.28%,8,531,1,2,542
Straight Party,0539,28,209,235,71,330.99%,30,123,1,1,155
Straight Party,0540,888,380,1048,1491,70.29%,259,271,5,1,538
Straight Party,0541,1838,779,2817,4183,82.58%,218,1834,5,4,1881
Straight Party,0542,997,501,1498,2525,59.33%,55,1182,2,1,1220
Straight Party,0543,287,378,885,1528,43.52%,141,303,2,0,448
Straight Party,0544,93,53,148,318,45.91%,12,103,0,0,115
Straight Party,0545,1316,857,2173,3339,65.08%,713,706,6,4,1429
Straight Party,0546,4,4,8,30,26.67%,1,4,0,0,5
Straight Party,0547,879,647,1526,2408,63.37%,761,268,11,1,1041
Straight Party,0548,721,476,1197,2129,56.22%,385,463,7,0,855
Straight Party,0549,944,586,1530,2530,60.47%,153,1019,5,3,1180
Straight Party,0550,1135,629,1764,2847,61.96%,631,613,9,0,1253
Straight Party,0551,3099,1527,4626,6135,75.40%,2495,705,19,10,3229
Straight Party,0552,1521,844,2465,3241,76.06%,1524,184,8,2,1718
Straight Party,0553,1466,951,2417,4355,55.50%,760,998,16,1,1775
Straight Party,0554,562,340,902,1731,52.11%,105,549,2,2,658
Straight Party,0555,598,447,1045,2119,49.32%,125,675,4,2,806
Straight Party,0556,585,421,1006,2249,44.73%,152,622,1,3,778
Straight Party,0557,822,556,1378,2726,50.55%,318,682,6,3,1009
Straight Party,0558,1595,824,2419,4084,59.23%,521,1155,11,2,1689
Straight Party,0559,1799,899,2698,4633,58.23%,433,1443,13,4,1893
Straight Party,0560,172,289,461,1176,39.20%,56,263,4,1,324
Straight Party,0561,839,759,1598,3033,52.69%,663,494,6,1,1164
Straight Party,0562,201,146,347,645,53.80%,14,272,0,1,287
Straight Party,0563,1704,415,2119,2969,71.37%,1201,232,13,3,1449
Straight Party,0564,1162,713,1875,3096,60.56%,286,782,10,2,1080
Straight Party,0565,317,194,511,1373,37.22%,67,324,5,2,398
Straight Party,0566,1130,478,1608,2950,54.51%,302,866,8,5,1181
Straight Party,0567,674,394,1068,2198,48.59%,200,563,1,2,766
Straight Party,0568,1631,837,2468,3487,70.78%,1077,409,15,2,1503
Straight Party,0569,1306,865,2171,3249,66.82%,759,518,6,4,1287
Straight Party,0570,527,409,936,1473,63.54%,262,257,4,0,523
Straight Party,0571,335,312,647,1758,36.80%,134,335,1,1,471
Straight Party,0572,1292,574,1866,2998,62.24%,592,638,10,5,1245
Straight Party,0573,578,368,946,1618,58.47%,7,787,1,0,795
Straight Party,0574,98,79,177,391,45.27%,10,125,0,0,135
Straight Party,0575,27,9,36,79,45.57%,23,1,0,0,24
Straight Party,0576,1053,552,1605,2671,60.09%,34,1273,0,3,1310
Straight Party,0577,231,113,344,573,60.03%,136,90,2,1,229
Straight Party,0578,749,553,1302,1689,77.09%,541,185,7,0,733
Straight Party,0579,489,351,840,1806,46.51%,135,485,3,2,625
Straight Party,0580,430,146,576,1027,56.09%,8,463,1,0,472
Straight Party,0581,510,162,672,1041,64.55%,9,519,0,2,530
Straight Party,0582,616,256,872,1613,54.06%,35,688,0,0,723
Straight Party,0583,544,127,671,1248,53.77%,4,580,2,0,586
Straight Party,0584,393,139,532,971,54.79%,19,440,0,0,459
Straight Party,0585,935,304,1239,2403,51.56%,21,1022,1,0,1044
Straight Party,0586,1308,1189,2497,4230,59.03%,1127,644,11,5,1787
Straight Party,0587,934,465,1399,2174,64.35%,369,673,3,1,1046
Straight Party,0588,1545,871,2416,3468,69.67%,1226,404,14,0,1644
Straight Party,0589,1034,738,1772,3130,56.61%,699,575,10,2,1286
Straight Party,0590,1160,463,1623,2136,75.98%,878,150,4,0,1032
Straight Party,0591,420,449,869,2114,41.11%,163,476,1,0,640
Straight Party,0592,371,288,659,1258,52.38%,105,392,2,1,500
Straight Party,0593,1149,999,2148,4059,52.92%,704,822,3,7,1536
Straight Party,0594,1036,535,1571,2361,66.54%,299,834,8,0,1141
Straight Party,0595,497,380,877,1647,53.25%,104,579,4,2,689
Straight Party,0596,949,690,1639,2848,57.55%,628,526,8,3,1165
Straight Party,0597,1067,719,1786,3267,54.67%,467,875,0,0,1342
Straight Party,0598,335,103,438,724,60.50%,255,55,1,0,311
Straight Party,0599,1897,855,2763,4135,66.82%,682,1383,6,2,2073
Straight Party,0600,1390,869,2259,3820,59.14%,546,1085,8,1,1640
Straight Party,0601,2033,858,2891,3990,72.46%,1594,362,16,2,1974
Straight Party,0602,563,296,859,1237,69.44%,463,145,2,1,611
Straight Party,0603,1439,1163,2602,3917,66.43%,1192,708,15,2,1917
Straight Party,0604,1446,528,1974,2910,67.84%,1047,146,4,2,1199
Straight Party,0605,2229,889,3118,5251,59.38%,492,1731,10,4,2237
Straight Party,0606,420,122,542,1053,51.47%,2,449,0,1,452
Straight Party,0607,194,118,312,731,42.68%,15,252,0,1,268
Straight Party,0608,245,290,535,1256,42.60%,140,232,5,2,379
Straight Party,0609,1366,844,2210,3261,67.77%,987,442,15,4,1448
Straight Party,0610,405,398,803,1825,44.00%,235,311,4,3,553
Straight Party,0611,1122,301,1423,2450,58.08%,19,1213,1,1,1234
Straight Party,0612,1705,579,2284,3272,69.80%,1227,237,4,3,1471
Straight Party,0613,495,309,804,1450,55.45%,81,521,2,1,605
Straight Party,0614,1636,812,2448,3932,62.26%,584,1177,8,5,1774
Straight Party,0615,931,404,1335,1926,69.31%,583,344,10,5,942
Straight Party,0616,1353,970,2323,3378,68.77%,1142,398,10,3,1553
Straight Party,0617,1322,849,2171,3546,61.22%,541,997,11,3,1552
Straight Party,0618,1925,1021,2946,5344,55.13%,988,1245,15,1,2249
Straight Party,0619,2138,857,2995,4266,70.21%,1598,397,16,2,2013
Straight Party,0620,2393,856,3249,5271,61.64%,1141,1092,7,7,2247
Straight Party,0621,398,203,601,1173,51.24%,215,186,8,1,410
Straight Party,0622,1726,829,2555,4305,59.35%,1106,686,11,4,1807
Straight Party,0623,1711,626,2337,3481,67.14%,1130,524,7,4,1665
Straight Party,0624,9,0,9,16,56.25%,3,4,0,0,7
Straight Party,0625,867,454,1321,1796,73.55%,509,295,5,3,812
Straight Party,0626,1159,655,1814,2838,63.92%,616,553,10,3,1182
Straight Party,0627,797,547,1444,2964,48.72%,296,772,4,2,1074
Straight Party,0628,294,456,750,1600,46.88%,218,302,1,3,524
Straight Party,0629,177,127,304,629,48.33%,14,237,1,0,252
Straight Party,0630,2023,535,2558,3190,80.19%,133,1617,7,1,1758
Straight Party,0631,1492,392,1884,2733,68.94%,972,287,8,1,1268
Straight Party,0632,12,9,21,231,9.09%,2,10,0,0,12
Straight Party,0633,1784,578,2462,3257,75.59%,1302,351,9,2,1664
Straight Party,0634,1022,734,1756,2922,60.10%,793,419,11,4,1227
Straight Party,0635,1330,706,2036,3280,62.07%,1142,252,6,5,1405
Straight Party,0636,1795,974,2769,3881,71.35%,1751,198,11,4,1964
Straight Party,0637,740,509,1249,2471,50.55%,170,619,4,3,796
Straight Party,0638,744,684,1428,2078,68.72%,67,1029,5,2,1103
Straight Party,0639,835,711,1546,2501,61.82%,923,183,12,3,1121
Straight Party,0640,1385,723,2108,3548,59.41%,879,577,13,3,1472
Straight Party,0641,1268,878,2146,3375,63.59%,983,537,16,5,1541
Straight Party,0642,874,447,1321,1779,74.26%,817,105,2,0,924
Straight Party,0643,2164,994,3158,5310,59.47%,909,1359,19,4,2291
Straight Party,0644,2128,1204,3332,5261,63.33%,1525,776,21,3,2325
Straight Party,0645,1651,895,2546,4035,63.10%,831,871,11,2,1715
Straight Party,0646,710,456,1166,2163,53.91%,245,617,1,2,865
Straight Party,0647,1772,1020,2792,5593,49.92%,532,1586,11,4,2133
Straight Party,0648,1593,668,2261,3197,70.72%,1173,398,6,3,1580
Straight Party,0649,1391,854,2245,4426,50.72%,444,1200,6,2,1652
Straight Party,0650,1333,939,2272,3151,72.10%,1233,323,8,0,1564
Straight Party,0651,2088,1070,3158,4931,64.04%,1439,719,16,6,2180
Straight Party,0652,1054,653,1707,2633,64.83%,200,1042,1,2,1245
Straight Party,0653,0,8,8,0,0.00%,2,5,0,0,7
Straight Party,0654,2108,1344,3452,5765,59.88%,1222,1081,11,8,2322
Straight Party,0655,2615,1451,4066,6304,64.50%,1858,922,14,4,2798
Straight Party,0656,1199,421,1620,2622,61.78%,34,1340,0,1,1375
Straight Party,0657,491,268,759,1200,63.25%,208,315,5,1,529
Straight Party,0658,989,708,1697,2824,60.09%,744,388,9,4,1145
Straight Party,0659,2146,1091,3237,4588,70.55%,1666,546,15,2,2229
Straight Party,0660,2462,932,3394,5048,67.23%,234,2305,4,2,2545
Straight Party,0661,1617,1012,2629,4179,62.91%,1004,772,9,5,1790
Straight Party,0662,2479,999,3478,4807,72.35%,2118,368,11,7,2504
Straight Party,0663,1310,913,2223,3232,68.78%,716,444,10,3,1173
Straight Party,0664,681,607,1288,2801,45.98%,185,759,2,4,950
Straight Party,0665,954,394,1348,2007,67.16%,842,113,5,1,961
Straight Party,0666,0,1,1,0,0.00%,0,1,0,0,1
Straight Party,0667,994,547,1541,2181,70.66%,830,170,7,2,1009
Straight Party,0668,929,655,1584,2458,64.44%,750,357,12,1,1120
Straight Party,0669,1613,823,2436,3243,75.12%,1190,387,5,2,1584
Straight Party,0670,1574,518,2092,2952,70.87%,1162,176,7,1,1346
Straight Party,0671,1094,773,1867,2942,63.46%,778,459,12,2,1251
Straight Party,0672,2307,1078,3385,4710,71.87%,1733,745,19,4,2501
Straight Party,0673,1377,643,2020,2988,67.60%,1186,220,9,4,1419
Straight Party,0674,2094,813,2907,4055,71.69%,1593,404,7,1,2005
Straight Party,0675,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0676,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0677,220,239,459,954,48.11%,78,239,2,1,320
Straight Party,0678,298,164,462,756,61.11%,201,75,5,1,282
Straight Party,0679,1469,661,2130,3331,63.94%,1161,293,11,0,1465
Straight Party,0680,57,22,79,181,43.65%,18,17,3,0,38
Straight Party,0681,1,0,1,5,20.00%,0,1,0,0,1
Straight Party,0682,1675,912,2587,4134,62.58%,1425,418,11,7,1861
Straight Party,0683,48,50,98,261,37.55%,14,57,0,0,71
Straight Party,0684,73,24,97,187,51.87%,44,25,1,0,70
Straight Party,0685,167,29,196,326,60.12%,60,67,0,1,128
Straight Party,0686,46,34,80,196,40.82%,9,47,2,0,58
Straight Party,0687,1091,641,1732,2497,69.36%,818,280,7,2,1107
Straight Party,0688,1819,673,2492,3266,76.30%,1425,232,7,8,1672
Straight Party,0689,509,651,1160,2276,50.97%,408,401,8,1,818
Straight Party,0690,1971,1115,3087,4184,73.78%,1847,354,14,2,2217
Straight Party,0691,10,2,12,34,35.29%,2,5,0,0,7
Straight Party,0692,1005,717,1722,2626,65.58%,931,233,10,3,1177
Straight Party,0693,303,116,419,651,64.36%,69,193,1,0,263
Straight Party,0694,422,137,559,817,68.42%,265,91,1,2,359
Straight Party,0695,455,320,775,1646,47.08%,361,192,4,4,561
Straight Party,0696,602,373,975,2098,46.47%,431,240,10,4,685
Straight Party,0697,1517,941,2458,4307,57.07%,404,1446,5,4,1859
Straight Party,0698,1137,659,1796,2948,60.92%,118,1250,6,0,1374
Straight Party,0699,1033,566,1599,2288,69.89%,719,272,14,0,1005
Straight Party,0700,531,287,818,1313,62.30%,471,74,3,1,549
Straight Party,0701,142,115,257,554,46.39%,105,92,2,1,200
Straight Party,0702,150,123,273,549,49.73%,18,197,1,1,217
Straight Party,0703,748,616,1364,1845,73.93%,709,154,8,2,873
Straight Party,0704,1337,701,2038,2882,70.71%,1236,190,7,1,1434
Straight Party,0705,358,238,596,1520,39.21%,41,461,1,0,503
Straight Party,0706,223,135,358,529,67.67%,116,143,1,0,260
Straight Party,0707,285,135,421,707,59.55%,164,85,1,2,252
Straight Party,0708,109,95,204,568,35.92%,71,66,2,1,140
Straight Party,0709,3001,1297,4298,6239,68.89%,1853,1139,20,4,3016
Straight Party,0710,883,602,1485,2023,73.41%,559,243,14,2,818
Straight Party,0711,1497,701,2198,3351,65.59%,930,499,12,5,1446
Straight Party,0712,1206,858,2064,3348,61.65%,641,911,8,6,1566
Straight Party,0713,667,436,1103,1827,60.37%,429,364,7,1,801
Straight Party,0714,77,3,80,304,26.32%,39,20,0,0,59
Straight Party,0715,405,326,731,1380,52.97%,259,256,2,2,519
Straight Party,0716,978,522,1600,2670,59.93%,848,276,9,2,1135
Straight Party,0717,826,362,1188,1927,61.65%,108,784,0,2,894
Straight Party,0718,1850,1019,2869,4050,70.84%,1319,477,15,1,1812
Straight Party,0719,508,260,768,1617,47.50%,306,214,6,0,526
Straight Party,0720,1578,1044,2622,3903,67.18%,1417,434,13,2,1866
Straight Party,0721,1340,637,1977,2842,69.56%,909,299,12,2,1222
Straight Party,0722,1895,542,2537,4357,58.23%,102,1821,4,7,1934
Straight Party,0723,749,329,1078,1760,61.25%,164,630,2,0,796
Straight Party,0724,327,170,497,716,69.41%,236,96,0,1,333
Straight Party,0725,955,329,1284,2124,60.45%,316,553,2,0,871
Straight Party,0726,1142,304,1446,1987,72.77%,973,79,8,2,1062
Straight Party,0727,936,466,1402,2488,56.35%,239,757,2,3,1001
Straight Party,0728,345,208,553,881,62.77%,203,120,3,2,328
Straight Party,0729,208,93,301,446,67.49%,117,77,0,0,194
Straight Party,0730,813,437,1250,1630,76.69%,564,187,10,1,762
Straight Party,0731,123,36,159,373,42.63%,20,82,0,0,102
Straight Party,0732,701,543,1244,1895,65.65%,504,248,12,3,767
Straight Party,0733,25,62,87,172,50.58%,18,41,0,0,59
Straight Party,0734,3213,1114,4327,5952,72.70%,2184,872,15,4,3075
Straight Party,0735,9,0,9,23,39.13%,4,0,0,0,4
Straight Party,0736,6,1,7,21,33.33%,0,6,0,0,6
Straight Party,0737,25,5,30,53,56.60%,22,3,0,0,25
Straight Party,0738,470,219,689,1294,53.25%,59,503,2,1,565
Straight Party,0739,1008,490,1498,2872,52.16%,462,613,13,1,1089
Straight Party,0740,233,205,438,935,46.84%,165,159,1,0,325
Straight Party,0741,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0742,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0743,27,4,31,199,15.58%,8,9,0,1,18
Straight Party,0744,849,509,1358,2024,67.09%,626,246,10,1,883
Straight Party,0745,1069,542,1611,2396,67.24%,698,302,11,2,1013
Straight Party,0746,231,151,382,707,54.03%,123,110,6,0,239
Straight Party,0747,1201,873,2074,3490,59.43%,651,741,12,7,1411
Straight Party,0748,424,307,731,1319,55.42%,220,233,7,2,462
Straight Party,0749,99,57,156,359,43.45%,21,96,1,0,118
Straight Party,0750,265,147,412,720,57.22%,170,109,0,0,279
Straight Party,0751,1669,1254,2923,4451,65.67%,1454,597,21,4,2076
Straight Party,0752,572,277,849,1511,56.19%,438,141,2,0,581
Straight Party,0753,107,61,168,260,64.62%,83,30,1,0,114
Straight Party,0754,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0755,1052,896,1948,3569,54.58%,483,788,4,8,1283
Straight Party,0756,582,300,882,1539,57.31%,221,430,5,0,656
Straight Party,0757,1417,690,2107,3498,60.23%,238,1357,2,4,1601
Straight Party,0758,1999,783,2782,3781,73.58%,1639,238,14,2,1893
Straight Party,0759,1113,590,1703,2625,64.88%,725,403,11,3,1142
Straight Party,0760,2349,647,2996,4154,72.12%,1785,177,12,4,1978
Straight Party,0761,919,219,1138,1464,77.73%,552,117,4,0,673
Straight Party,0762,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0763,255,308,564,1184,47.64%,120,265,2,1,388
Straight Party,0764,2274,1050,3324,4931,67.41%,1540,748,17,2,2307
Straight Party,0765,1397,815,2212,3967,55.76%,554,999,11,7,1571
Straight Party,0766,72,92,164,383,42.82%,25,82,1,2,110
Straight Party,0767,20,15,35,90,38.89%,19,7,0,0,26
Straight Party,0768,2856,1159,4015,5364,74.85%,2377,446,22,3,2848
Straight Party,0769,117,5,122,161,75.78%,4,103,0,0,107
Straight Party,0770,58,48,106,262,40.46%,29,41,1,0,71
Straight Party,0771,704,537,1241,2378,52.19%,445,417,7,3,872
Straight Party,0772,2940,1002,3942,5617,70.18%,2207,526,20,3,2756
Straight Party,0773,892,550,1442,2648,54.46%,254,820,4,1,1079
Straight Party,0774,117,74,191,301,63.46%,32,119,0,0,151
Straight Party,0775,33,1,34,83,40.96%,0,32,0,0,32
Straight Party,0776,1115,741,1856,2855,65.01%,806,458,5,7,1276
Straight Party,0777,84,123,207,642,32.24%,32,128,0,0,160
Straight Party,0778,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0779,295,221,516,1146,45.03%,104,258,0,0,362
Straight Party,0780,136,114,250,579,43.18%,77,96,0,0,173
Straight Party,0781,1155,655,1810,3716,48.71%,484,774,8,6,1272
Straight Party,0782,852,532,1384,2188,63.25%,588,325,4,4,921
Straight Party,0783,103,43,146,265,55.09%,52,47,0,1,100
Straight Party,0784,430,156,586,1071,54.72%,4,510,0,0,514
Straight Party,0785,66,55,121,310,39.03%,44,37,0,0,81
Straight Party,0786,193,277,470,1297,36.24%,89,239,2,1,331
Straight Party,0787,154,76,230,487,47.23%,44,109,0,0,153
Straight Party,0788,156,58,214,481,44.49%,42,102,1,0,145
Straight Party,0789,3,1,4,4,100.00%,0,1,0,0,1
Straight Party,0790,1,0,1,4,25.00%,0,0,0,0,0
Straight Party,0791,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0792,549,409,958,1834,52.24%,139,558,2,1,700
Straight Party,0793,890,338,1228,2437,50.39%,549,346,6,4,905
Straight Party,0794,575,484,1059,2602,40.70%,45,811,3,2,861
Straight Party,0795,265,255,520,1207,43.08%,99,241,7,1,348
Straight Party,0796,145,92,237,485,48.87%,86,76,2,0,164
Straight Party,0797,0,0,0,0,0.00%,0,0,0,0,0
Straight Party,0798,176,263,439,496,88.51%,86,177,0,0,263
Straight Party,0799,65,12,77,146,52.74%,10,44,0,0,54
Straight Party,0800,1188,795,1983,2817,70.39%,937,356,13,5,1311
Straight Party,0801,68,55,123,253,48.62%,28,57,1,0,86
Straight Party,0802,100,58,158,299,52.84%,19,60,1,3,83
